region,district id,district name,უბანი,მომაგრებული უბანი,ერთიან სიაში ამომრჩეველთა რაოდენობა,სპეციალურ სიაში ამომრჩეველთა რაოდენობა,აქტივობა 12 საათი,აქტივობა 17 საათი,არჩევნებში მონაწილეთა რაოდენობა,num ballots,ბათილი ბიულეტენები,valid votes,logic check,logic check2,logic check,logic check2,logic check,logic check2,1  “კახა კუკავა – თავისუფალი საქართველო”,4 “ეროვნულ-დემოკრატიული პარტია”,5 “ერთიანი ნაციონალური მოძრაობა-მეტი სარგებელი ხალხს”,9 “სამართლიანი საქართველოსთვის”,10 “გიორგი თარგამაძე–ქრისტიან-დემოკრატიული გაერთიანება”,17 “სახალხო მოძრაობა”,19 “თავისუფლება – ზვიად გამსახურდიას გზა”,23 “ჯონდი ბაღათურია – ქართული დასი”,24 “ახალი მემარჯვენეები”,26 “სახალხო პარტია”,30  “მერაბ კოსტავას საზოგადოება”,35 “მომავალი საქართველო”,36 “საქართველოს მშრომელთა საბჭო”,38 “შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,40 “საქართველოს სპორტსმენთა კავშირი”,41 “ბიძინა ივანიშვილი – ქართული ოცნება”
,10,,89,,1447,9,335,733,832,,18,,,,,,,,0,1,212,0,12,0,2,0,4,0,0,0,0,15,0,568
,10,,90,,1288,12,352,689,747,,17,,,,,,,,1,2,184,1,14,0,0,0,2,0,2,0,0,8,0,514
,10,,91,,1387,8,343,796,891,,12,,,,,,,,3,0,218,0,17,0,0,2,1,0,0,0,0,15,2,621
,10,,92,,1384,8,332,715,810,,16,,,,,,,,2,0,172,0,8,0,0,0,5,0,0,0,0,11,1,594
,10,,93,,1367,12,299,693,834,,19,,,,,,,,0,0,191,0,12,1,0,0,2,0,0,0,0,10,0,599
,10,,94,,1321,9,336,719,848,,15,,,,,,,,3,2,193,1,16,0,0,2,10,0,1,0,1,17,1,586
,10,,95,,1450,10,408,800,900,,19,,,,,,,,2,0,169,1,16,1,2,1,5,0,0,0,0,14,0,670
,10,,96,,1208,7,334,705,799,,17,,,,,,,,2,0,194,1,11,0,0,0,9,0,0,0,0,10,1,554
,10,,97,,1517,8,394,799,884,,17,,,,,,,,3,1,220,1,10,0,0,0,0,0,0,0,1,17,0,613
,10,,98,,1291,4,303,633,742,,26,,,,,,,,0,0,135,1,17,0,0,1,1,0,0,0,0,11,0,550
,10,,99,,1228,10,354,740,832,,14,,,,,,,,4,1,168,1,14,0,1,0,1,0,0,0,0,14,2,612
,10,,100,,1430,7,382,764,863,,18,,,,,,,,2,0,159,3,19,0,0,2,6,0,0,0,0,13,1,640
,10,,101,,1217,8,302,694,800,,15,,,,,,,,1,4,158,2,10,1,0,3,10,0,1,0,0,9,0,585
,10,,102,,1394,9,374,703,825,,14,,,,,,,,2,0,180,1,23,0,0,0,2,0,0,0,0,17,0,585
,10,,103,,1231,5,339,662,731,,14,,,,,,,,0,0,177,0,11,0,0,0,1,0,0,1,0,11,1,515
,10,,104,,1250,8,319,614,712,,17,,,,,,,,2,1,176,0,9,0,1,0,2,0,2,0,0,11,0,488
,10,,105,,1306,9,374,704,770,,13,,,,,,,,3,1,174,0,9,0,1,0,1,0,1,0,0,15,1,551
,10,,106,,1472,7,397,739,842,,13,,,,,,,,2,0,200,0,15,0,0,1,0,0,0,0,0,14,0,596
,10,,107,,1426,13,70,193,252,,6,,,,,,,,0,0,50,0,1,0,1,0,0,0,0,0,0,2,1,191
,10,,108,,1147,13,269,524,573,,17,,,,,,,,1,0,120,0,7,0,0,3,1,0,0,0,0,9,1,414
,10,,109,,1174,11,345,643,704,,6,,,,,,,,0,0,209,0,21,0,0,1,0,0,0,0,0,6,0,461
,10,,110,,1424,13,97,228,268,,4,,,,,,,,0,0,47,0,2,0,0,1,0,0,0,0,0,5,1,208
,10,,111,,1227,13,71,173,218,,5,,,,,,,,1,0,27,0,3,0,0,0,1,0,0,0,0,3,0,178
,10,,112,,892,10,271,507,559,,11,,,,,,,,0,2,161,0,12,0,0,1,1,0,0,0,1,8,1,361
,10,,113,,1326,13,70,198,240,,9,,,,,,,,0,0,39,0,3,0,0,0,1,0,0,0,0,3,0,185
,10,,114,,1372,13,84,217,268,,5,,,,,,,,2,0,51,0,4,0,1,0,0,0,0,0,1,1,0,203
,11,,1,,726,10,193,449,510,,16,,,,,,,,11,0,197,1,5,0,0,1,2,0,0,0,0,5,0,272
,11,,2,,1209,4,374,678,827,,12,,,,,,,,1,0,281,0,11,0,0,0,14,0,0,1,0,4,1,501
,11,,3,,1137,6,312,639,775,,33,,,,,,,,1,1,273,1,6,1,1,0,1,1,1,0,2,5,0,448
,11,,4,,848,10,197,471,559,,12,,,,,,,,1,1,198,0,10,0,0,0,5,0,0,0,0,6,0,326
,11,,5,,694,12,203,388,477,,14,,,,,,,,2,0,189,1,5,0,0,0,0,0,0,0,0,3,1,262
,11,,6,,1311,5,272,686,856,,17,,,,,,,,0,1,270,2,14,0,1,0,2,0,0,0,0,13,0,536
,11,,7,,989,8,217,454,523,,21,,,,,,,,1,0,183,0,12,1,0,0,1,0,0,0,0,6,0,297
,11,,8,,1204,5,271,658,801,,25,,,,,,,,2,1,227,0,12,0,0,0,2,0,0,0,0,11,0,521
,11,,9,,1033,8,262,568,698,,13,,,,,,,,5,0,247,0,7,0,0,1,5,0,0,0,2,4,0,414
,11,,10,,1023,8,281,587,641,,18,,,,,,,,2,0,298,2,13,0,0,0,1,0,0,1,0,7,0,299
,11,,11,,886,1,220,384,466,,14,,,,,,,,0,1,162,3,4,0,0,1,0,0,0,0,0,9,0,272
,11,,12,,271,2,88,165,183,,9,,,,,,,,0,0,79,0,3,0,0,0,1,0,0,0,0,1,0,90
,11,,13,,360,8,150,261,284,,8,,,,,,,,0,0,173,0,4,0,0,0,1,0,0,0,0,3,0,95
,11,,14,,1285,2,385,788,930,,23,,,,,,,,3,2,237,1,15,0,0,0,2,0,1,0,0,9,1,636
,11,,15,,951,9,252,585,668,,28,,,,,,,,5,1,159,0,6,0,0,0,5,2,0,0,0,5,0,457
,11,,16,,1349,5,315,814,985,,36,,,,,,,,1,2,213,0,15,0,0,0,0,0,0,0,0,5,0,699
,11,,17,,553,2,178,351,413,,9,,,,,,,,1,0,114,0,8,0,0,1,9,0,0,0,1,8,0,262
,11,,18,,814,3,260,515,583,,16,,,,,,,,3,0,181,0,3,1,0,0,5,0,0,0,0,10,0,364
,11,,19,,906,2,257,628,679,,14,,,,,,,,1,0,230,2,4,0,0,1,4,0,0,0,0,1,0,422
,11,,20,,1201,7,338,690,858,,24,,,,,,,,4,2,313,1,11,0,0,1,3,0,0,0,0,14,1,484
,11,,21,,810,4,278,490,587,,21,,,,,,,,0,1,243,0,2,0,0,0,1,0,0,0,1,16,1,301
,11,,22,,95,13,35,54,62,,2,,,,,,,,0,0,41,0,1,0,0,0,0,0,0,0,0,1,0,17
,11,,23,,85,4,41,68,69,,2,,,,,,,,0,0,26,0,5,0,0,0,0,0,0,0,0,1,0,35
,11,,24,,855,3,286,550,619,,17,,,,,,,,0,1,231,0,8,0,0,0,3,0,0,0,0,2,0,357
,11,,25,,895,3,291,493,536,,19,,,,,,,,0,1,130,1,14,0,0,0,3,0,0,1,0,6,1,360
,11,,26,,1081,1,337,601,745,,14,,,,,,,,1,0,124,1,6,0,2,0,3,1,0,0,0,8,0,585
,11,,27,,524,7,242,277,331,,8,,,,,,,,0,0,96,1,8,1,0,0,0,0,0,0,0,6,0,210
,11,,28,,774,3,261,506,583,,11,,,,,,,,1,0,140,0,10,0,0,0,7,0,0,0,0,3,1,410
,11,,29,,784,2,300,560,602,,30,,,,,,,,0,0,271,1,7,0,0,0,0,0,0,0,0,3,0,290
,11,,30,,1321,5,410,787,957,,20,,,,,,,,0,0,260,0,11,0,0,0,0,0,0,0,0,6,0,660
,11,,31,,1304,5,380,779,905,,26,,,,,,,,1,1,178,3,11,0,0,0,0,0,0,0,0,9,1,673
,11,,32,,331,4,154,248,273,,10,,,,,,,,0,1,91,0,4,0,0,0,4,0,0,0,0,2,0,161
,11,,33,,977,5,353,617,700,,15,,,,,,,,1,1,218,0,6,0,0,2,0,0,0,0,0,2,0,455
,11,,34,,1245,3,315,716,862,,26,,,,,,,,3,0,297,3,25,0,0,0,1,0,0,0,0,9,0,497
,11,,35,,499,2,190,312,378,,16,,,,,,,,1,0,181,0,8,0,0,0,1,0,0,0,0,2,0,169
,11,,36,,397,0,179,292,324,,5,,,,,,,,0,0,203,0,3,0,0,0,1,0,0,0,0,3,0,109
,11,,37,,565,41,232,373,399,,10,,,,,,,,0,0,62,1,6,0,0,0,1,1,0,0,0,2,0,316
,11,,38,,1255,5,192,255,298,,42,,,,,,,,0,1,219,2,1,0,0,0,0,0,0,0,0,0,0,33
,11,,39,,981,0,170,278,309,,23,,,,,,,,1,0,220,2,0,0,0,1,0,0,0,0,0,0,0,62
,11,,40,,829,9,133,216,241,,45,,,,,,,,1,1,160,1,1,0,0,0,1,0,0,0,0,0,0,31
,11,,41,,904,9,125,202,226,,13,,,,,,,,1,1,180,1,0,0,0,0,0,0,0,0,1,0,0,29
,11,,42,,1366,5,142,239,258,,24,,,,,,,,1,0,149,1,16,0,1,2,0,0,0,0,0,0,1,63
,11,,43,,1273,12,114,169,182,,36,,,,,,,,1,0,116,1,4,1,1,0,0,0,0,0,0,1,0,21
,11,,44,,1615,8,117,286,303,,23,,,,,,,,0,1,225,1,0,1,0,1,1,0,0,0,0,1,0,49
,11,,45,,1611,8,175,289,317,,37,,,,,,,,0,0,238,2,1,1,1,0,0,0,0,0,0,0,0,33
,11,,46,,1453,9,117,213,231,,23,,,,,,,,0,0,168,0,7,0,0,0,1,0,0,0,0,0,0,32
,11,,47,,1313,9,280,478,539,,76,,,,,,,,0,1,432,0,2,0,0,0,0,0,0,0,1,1,0,26
,11,,48,,1269,10,85,191,207,,19,,,,,,,,0,1,152,2,1,0,0,0,0,0,0,1,0,0,0,29
,11,,49,,613,6,87,182,195,,8,,,,,,,,0,0,166,2,5,0,0,0,0,0,0,0,0,1,0,13
,12,,1,,1299,22,287,720,807,,18,,,,,,,,7,1,344,2,26,0,0,0,4,0,0,1,0,18,0,384
,12,,2,,1275,5,295,658,769,,51,,,,,,,,0,0,375,0,22,0,0,0,5,0,0,0,0,23,0,292
,12,,3,,1139,7,271,577,704,,14,,,,,,,,0,1,313,0,16,0,0,0,0,2,0,0,2,15,0,341
,12,,4,,1470,7,399,746,896,,23,,,,,,,,2,2,422,1,24,0,0,0,0,0,0,1,0,21,0,399
,12,,5,,1251,8,300,601,743,,15,,,,,,,,4,1,343,0,18,0,0,0,4,1,0,0,0,20,0,337
,12,,6,,1357,6,457,843,981,,26,,,,,,,,1,3,354,8,21,0,0,1,6,0,0,0,1,8,3,549
,12,,7,,1051,7,247,621,759,,13,,,,,,,,2,0,303,0,13,0,0,0,0,0,0,1,0,15,0,412
,12,,8,,1022,5,347,665,766,,17,,,,,,,,1,1,351,1,21,1,0,0,1,0,0,0,0,17,0,355
,12,,9,,1299,4,376,808,928,,21,,,,,,,,0,1,292,1,14,0,1,0,1,0,0,0,0,9,2,586
,12,,10,,1540,2,370,816,1003,,14,,,,,,,,0,1,373,1,22,0,1,0,2,0,1,0,0,13,0,574
,12,,11,,1574,10,299,756,1012,,6,,,,,,,,0,0,320,1,28,0,0,0,3,0,0,0,0,23,0,614
,12,,12,,921,1,299,577,694,,18,,,,,,,,0,0,290,2,20,0,0,0,3,0,0,1,0,7,0,353
,12,,13,,363,3,153,245,280,,5,,,,,,,,0,0,184,1,16,0,0,0,0,0,0,0,0,2,0,72
,12,,14,,1523,8,333,845,1028,,22,,,,,,,,1,2,455,3,14,0,0,2,1,0,1,1,0,14,2,508
,12,,15,,1453,5,363,712,895,,15,,,,,,,,1,0,454,3,14,0,0,0,5,0,0,1,0,8,0,394
,12,,16,,1555,7,383,868,1063,,22,,,,,,,,0,1,550,1,19,0,1,1,5,0,0,0,0,9,0,453
,12,,17,,1363,5,400,827,963,,21,,,,,,,,1,1,543,15,25,0,0,0,1,0,1,0,0,30,0,324
,12,,18,,1117,7,282,639,766,,13,,,,,,,,0,0,392,6,14,0,0,0,4,1,0,0,0,17,0,319
,12,,19,,1251,10,387,738,858,,15,,,,,,,,1,1,455,2,30,0,0,1,2,0,0,0,0,20,2,318
,12,,20,,832,8,257,542,631,,16,,,,,,,,0,0,339,2,31,0,0,1,1,0,0,0,0,19,0,222
,12,,21,,263,3,103,137,139,,0,,,,,,,,0,0,72,0,13,0,0,0,7,0,0,0,0,2,0,45
,12,,22,,1389,3,308,679,832,,18,,,,,,,,0,1,399,0,29,2,0,1,5,0,2,0,0,23,0,352
,12,,23,,1132,7,309,679,770,,20,,,,,,,,2,1,410,1,17,1,0,0,7,0,0,0,0,18,0,293
,12,,24,,853,8,217,487,574,,11,,,,,,,,2,1,275,0,17,1,1,0,0,0,0,0,0,18,2,246
,12,,25,,998,2,295,634,709,,18,,,,,,,,3,3,342,1,28,0,0,0,1,0,0,0,1,14,0,298
,12,,26,,1511,4,365,800,960,,28,,,,,,,,0,0,470,1,18,0,0,0,0,0,0,0,1,25,0,417
,12,,27,,1509,6,347,848,1002,,14,,,,,,,,3,2,605,1,25,1,0,0,0,0,0,0,0,11,2,338
,12,,28,,1042,4,201,606,793,,21,,,,,,,,0,3,454,0,8,1,0,0,3,0,0,1,2,20,0,277
,12,,29,,1503,3,376,780,929,,25,,,,,,,,3,3,397,2,25,0,0,0,0,0,1,0,0,20,0,449
,12,,30,,987,8,241,557,689,,24,,,,,,,,1,0,401,1,18,0,0,1,1,0,1,0,0,19,0,222
,12,,31,,1308,10,294,698,795,,46,,,,,,,,0,0,427,2,19,0,0,0,2,0,0,0,0,9,0,290
,12,,32,,1458,8,342,746,903,,20,,,,,,,,0,0,474,0,23,1,0,0,1,0,0,0,0,21,0,363
,12,,33,,1424,7,329,738,947,,39,,,,,,,,1,0,480,0,35,0,0,0,1,0,0,0,0,9,0,380
,12,,34,,827,4,246,564,641,,10,,,,,,,,0,0,457,0,5,1,0,1,3,0,0,0,0,5,0,159
,12,,35,,1081,1,356,678,817,,17,,,,,,,,2,3,513,0,20,0,2,0,1,0,0,0,0,5,0,254
,12,,36,,1319,4,382,694,852,,30,,,,,,,,3,1,374,1,23,0,1,0,4,0,0,0,1,22,1,389
,12,,37,,804,6,219,455,556,,12,,,,,,,,0,1,234,0,24,0,1,0,0,0,0,0,0,10,0,274
,12,,38,,663,3,251,420,471,,18,,,,,,,,0,0,147,0,11,1,0,0,2,0,0,0,0,9,1,282
,12,,39,,1241,0,350,672,840,,22,,,,,,,,0,1,322,0,20,0,0,0,1,0,0,0,4,17,1,451
,12,,40,,489,3,155,336,392,,10,,,,,,,,0,0,191,0,15,0,0,0,0,0,0,0,0,3,1,172
,12,,41,,1189,3,304,704,849,,17,,,,,,,,1,0,396,1,11,1,0,0,0,1,0,1,0,14,0,406
,12,,42,,416,2,141,265,293,,5,,,,,,,,1,0,127,0,8,0,0,0,1,0,0,0,0,3,0,148
,12,,43,,1384,7,372,823,955,,24,,,,,,,,1,1,533,1,20,0,1,0,4,0,0,0,0,20,0,350
,12,,44,,398,2,160,261,300,,6,,,,,,,,1,1,181,1,8,0,0,0,2,0,0,0,0,10,0,90
,12,,45,,926,2,240,547,650,,20,,,,,,,,3,0,299,0,21,0,0,0,13,0,0,0,0,11,0,283
,12,,46,,1013,12,278,585,717,,19,,,,,,,,7,2,345,0,17,0,0,1,9,0,0,0,0,26,0,291
,12,,47,,1041,10,234,562,668,,11,,,,,,,,0,0,281,1,14,0,1,0,4,0,0,0,0,28,0,324
,12,,48,,985,5,285,625,724,,18,,,,,,,,0,0,312,3,19,0,0,0,1,0,0,0,0,13,0,353
,12,,49,,1171,8,300,706,771,,20,,,,,,,,0,0,467,1,29,1,0,0,2,0,0,0,1,10,1,238
,12,,50,,296,12,116,195,222,,4,,,,,,,,0,0,78,0,5,0,0,0,1,0,0,0,0,3,0,131
,12,,51,,59,9,17,38,38,,1,,,,,,,,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,7
,13,,1,,1025,16,250,540,643,,17,,,,,,,,0,0,297,1,13,1,0,0,7,0,1,0,0,9,3,294
,13,,2,,27,13,16,29,29,,1,,,,,,,,0,0,12,0,2,0,0,0,0,0,0,0,0,1,0,13
,13,,3,,1005,8,265,569,662,,28,,,,,,,,1,0,305,0,7,0,0,0,6,0,0,0,2,11,0,302
,13,,4,,1178,7,329,635,733,,23,,,,,,,,3,0,323,0,11,0,1,0,5,0,0,0,0,5,1,361
,13,,5,,893,6,240,530,630,,18,,,,,,,,0,0,207,1,17,1,0,0,0,0,0,0,0,4,0,381
,13,,6,,797,5,185,351,413,,11,,,,,,,,0,0,177,1,9,1,0,0,2,0,0,0,0,7,0,205
,13,,7,,1290,9,285,640,767,,12,,,,,,,,0,1,350,1,14,0,0,0,1,0,0,0,0,14,2,372
,13,,8,,1268,5,297,683,838,,18,,,,,,,,0,2,381,2,11,0,1,0,2,0,0,0,0,16,0,405
,13,,9,,1353,6,375,707,796,,18,,,,,,,,1,0,462,3,9,1,0,1,5,1,0,1,0,7,1,285
,13,,10,,1370,8,316,778,917,,17,,,,,,,,1,0,357,2,22,1,0,0,16,1,0,0,0,16,2,481
,13,,11,,1318,7,381,744,858,,17,,,,,,,,2,2,361,2,11,0,0,0,5,0,0,0,0,20,0,438
,13,,12,,1456,1,416,814,965,,17,,,,,,,,3,0,401,0,7,0,0,0,0,0,0,0,0,38,0,499
,13,,13,,1415,6,0,0,970,,25,,,,,,,,2,0,438,0,7,0,0,0,1,2,0,0,0,7,1,487
,13,,14,,1186,2,432,706,818,,23,,,,,,,,1,0,517,1,17,0,0,0,6,0,1,0,0,7,1,243
,13,,15,,1021,4,333,666,756,,0,,,,,,,,0,0,560,0,7,0,0,1,3,0,0,0,0,8,0,177
,13,,16,,232,76,100,201,217,,3,,,,,,,,0,1,168,1,13,0,0,0,1,0,0,0,0,0,0,30
,13,,17,,957,4,269,596,674,,17,,,,,,,,0,0,293,0,5,2,0,0,1,1,2,0,0,2,0,351
,13,,18,,824,6,324,536,606,,12,,,,,,,,2,1,275,1,2,0,0,0,7,0,0,0,0,2,2,302
,13,,19,,289,7,112,189,201,,3,,,,,,,,1,0,88,1,1,0,0,0,1,0,0,0,0,1,0,105
,13,,20,,191,32,103,149,159,,6,,,,,,,,0,0,93,0,6,0,0,0,0,0,0,0,0,2,0,52
,13,,21,,912,4,353,620,681,,12,,,,,,,,0,1,209,0,13,0,0,0,5,0,0,0,0,4,1,436
,13,,22,,1459,2,289,734,945,,23,,,,,,,,0,1,382,5,36,1,1,0,5,0,0,0,0,12,2,476
,13,,23,,667,2,218,420,478,,2,,,,,,,,1,0,221,0,19,0,0,0,5,0,0,0,0,26,0,204
,13,,24,,489,7,120,267,303,,7,,,,,,,,0,1,180,1,1,0,0,0,0,0,0,0,0,3,0,110
,13,,25,,226,3,105,153,159,,2,,,,,,,,0,0,102,1,0,0,0,0,0,0,0,0,0,0,0,54
,13,,26,,858,6,202,484,597,,22,,,,,,,,0,0,259,0,6,0,0,0,0,0,0,0,0,3,0,307
,13,,27,,435,4,159,297,321,,11,,,,,,,,3,2,178,2,11,0,0,0,4,0,0,0,0,1,1,108
,13,,28,,943,4,221,567,624,,17,,,,,,,,0,0,191,1,8,1,0,0,2,0,0,0,0,12,0,392
,13,,29,,1498,32,287,749,1036,,39,,,,,,,,0,2,367,3,13,0,0,0,1,0,0,0,0,11,1,599
,13,,30,,962,10,277,584,676,,10,,,,,,,,0,0,359,2,6,0,2,0,3,0,0,0,0,8,0,286
,13,,31,,1232,4,234,639,865,,41,,,,,,,,1,0,355,1,19,0,0,0,3,0,0,0,0,8,0,435
,13,,32,,896,10,301,579,658,,16,,,,,,,,1,2,268,1,15,0,0,0,1,0,0,2,0,9,0,343
,13,,33,,650,6,236,398,456,,15,,,,,,,,0,2,173,0,4,0,0,0,0,0,0,0,0,6,0,256
,13,,34,,823,7,257,510,612,,16,,,,,,,,0,2,300,0,11,0,0,0,0,0,0,0,0,7,0,276
,13,,35,,622,8,214,375,413,,11,,,,,,,,3,1,167,0,9,0,0,1,3,0,0,0,0,8,0,210
,14,,1,,1439,9,274,688,803,,17,,,,,,,,2,0,347,2,15,0,0,0,2,0,0,0,0,6,0,412
,14,,2,,1459,5,354,714,797,,32,,,,,,,,0,1,348,0,13,0,0,0,0,0,0,0,2,8,0,393
,14,,3,,1383,87,252,761,932,,33,,,,,,,,3,0,389,1,14,0,2,1,3,0,0,0,0,8,0,478
,14,,4,,1331,2,329,706,883,,29,,,,,,,,0,0,353,0,15,0,0,0,3,0,0,1,0,8,0,474
,14,,5,,934,4,296,612,681,,25,,,,,,,,3,0,313,0,1,0,0,0,0,0,0,0,0,5,1,331
,14,,6,,1143,2,313,600,697,,28,,,,,,,,1,0,283,2,17,0,0,0,10,0,0,0,2,13,1,340
,14,,7,,1203,82,281,563,691,,13,,,,,,,,0,0,340,0,7,0,0,4,0,0,0,1,0,6,1,319
,14,,8,,1037,5,508,584,711,,17,,,,,,,,1,2,313,2,11,0,0,0,1,0,0,0,0,9,0,355
,14,,9,,1081,5,294,649,737,,23,,,,,,,,0,1,380,3,20,0,0,1,0,0,0,1,0,13,0,295
,14,,10,,481,1,171,331,372,,6,,,,,,,,0,0,172,0,10,0,0,0,1,0,0,0,0,2,0,181
,14,,11,,1153,1,325,723,796,,18,,,,,,,,2,0,391,0,13,0,0,0,2,0,1,0,0,6,0,361
,14,,12,,1267,5,318,706,808,,31,,,,,,,,2,1,342,3,15,0,0,0,2,0,0,1,0,8,2,400
,14,,13,,806,6,213,455,503,,8,,,,,,,,4,0,204,0,9,0,0,0,0,1,0,0,0,13,0,264
,14,,14,,1076,1,290,550,651,,15,,,,,,,,1,0,132,0,7,0,1,0,2,0,1,0,0,7,1,484
,14,,15,,714,66,218,350,385,,16,,,,,,,,1,0,141,0,5,0,0,0,0,0,0,0,0,6,1,215
,14,,16,,1148,36,318,613,674,,16,,,,,,,,0,0,424,0,14,1,0,0,2,0,0,0,0,3,0,213
,14,,17,,511,31,138,294,318,,7,,,,,,,,0,1,269,0,4,0,0,0,1,0,0,0,0,1,0,35
,14,,18,,380,33,130,260,275,,0,,,,,,,,0,0,263,0,1,0,0,0,1,0,0,0,0,0,0,10
,14,,19,,1273,8,196,525,765,,24,,,,,,,,5,2,287,0,15,0,0,0,2,0,0,0,0,7,0,423
,14,,20,,844,7,221,466,542,,9,,,,,,,,2,2,253,0,14,0,0,0,0,0,0,0,0,3,1,258
,14,,21,,650,8,173,348,412,,8,,,,,,,,0,0,243,2,9,0,0,0,1,0,0,0,0,7,0,141
,14,,22,,825,10,160,370,450,,33,,,,,,,,1,1,250,0,5,0,0,1,1,0,0,0,0,0,0,158
,14,,23,,993,12,190,413,451,,10,,,,,,,,0,2,128,0,3,0,0,0,1,0,1,0,0,6,0,300
,15,,1,,1619,9,361,766,891,,21,,,,,,,,3,1,380,6,17,2,0,0,7,1,2,0,0,9,1,441
,15,,2,,1551,8,362,811,945,,19,,,,,,,,6,1,411,2,18,0,1,0,5,0,0,0,0,10,0,472
,15,,3,,1479,11,367,767,856,,11,,,,,,,,5,1,270,3,12,0,0,0,30,0,0,1,0,8,0,515
,15,,4,,705,118,287,508,589,,16,,,,,,,,0,1,350,1,25,0,0,0,1,0,0,0,0,12,0,183
,15,,5,,1463,4,376,802,954,,14,,,,,,,,0,0,418,6,38,0,0,0,1,0,0,1,0,18,2,455
,15,,6,,1102,5,242,553,640,,17,,,,,,,,0,1,346,4,22,0,0,0,3,1,0,0,0,10,0,236
,15,,7,,939,7,294,553,658,,18,,,,,,,,0,0,404,1,31,1,0,0,7,0,0,0,0,6,0,188
,15,,8,,1168,47,312,675,778,,24,,,,,,,,1,0,535,4,53,0,0,0,0,0,0,0,0,7,0,153
,15,,9,,781,2,300,518,562,,7,,,,,,,,1,0,327,0,13,1,0,0,2,0,0,0,0,10,2,199
,15,,10,,1296,1,379,734,822,,25,,,,,,,,2,2,330,1,22,0,0,0,1,0,0,1,0,11,1,426
,15,,11,,876,6,315,505,580,,14,,,,,,,,1,0,344,0,20,0,0,1,0,0,0,0,0,15,0,185
,15,,12,,560,6,206,369,394,,7,,,,,,,,0,0,242,1,14,0,1,0,0,0,0,0,0,4,0,125
,15,,13,,1360,4,350,850,946,,32,,,,,,,,0,2,478,4,13,0,0,0,1,1,0,0,0,6,0,409
,15,,14,,1585,9,343,834,1017,,24,,,,,,,,1,1,404,0,12,1,1,0,5,0,0,0,0,10,0,557
,15,,15,,1227,7,219,566,802,,15,,,,,,,,0,1,392,3,14,0,0,0,6,0,0,0,0,6,0,365
,15,,16,,1552,42,390,827,980,,42,,,,,,,,0,0,445,0,24,1,0,0,3,0,0,0,1,15,0,446
,15,,17,,749,1,179,449,495,,11,,,,,,,,0,1,191,1,17,1,0,1,0,0,0,0,0,9,1,262
,15,,18,,1338,9,305,533,601,,53,,,,,,,,1,4,493,4,4,0,0,0,0,0,0,0,0,0,0,42
,15,,19,,1775,9,286,750,833,,48,,,,,,,,0,2,691,4,5,0,1,1,0,0,0,1,0,3,0,69
,15,,20,,1522,8,268,593,659,,31,,,,,,,,1,1,591,0,2,0,0,0,0,0,0,0,0,0,0,31
,15,,21,,1413,10,180,536,611,,51,,,,,,,,0,1,531,2,3,0,0,0,1,0,0,0,1,0,0,21
,15,,22,,1450,7,289,675,737,,59,,,,,,,,0,1,652,4,2,0,0,0,0,0,0,0,0,0,0,19
,15,,23,,500,4,98,181,189,,12,,,,,,,,0,1,118,0,2,0,0,0,0,0,0,0,0,1,0,55
,15,,24,,910,4,265,521,593,,23,,,,,,,,0,1,289,0,9,0,0,0,2,0,0,0,0,2,0,267
,15,,25,,1606,3,353,783,936,,20,,,,,,,,0,2,404,0,33,0,0,0,0,1,1,0,0,19,0,456
,15,,26,,1419,7,333,785,935,,17,,,,,,,,0,3,335,0,22,0,0,0,3,1,0,0,1,12,1,540
,15,,27,,902,8,166,433,552,,27,,,,,,,,0,0,246,0,17,0,0,0,8,0,0,0,0,8,1,245
,15,,28,,811,6,163,447,500,,11,,,,,,,,1,0,348,2,8,0,0,0,0,0,0,0,0,3,0,127
,15,,29,,1467,2,291,749,954,,26,,,,,,,,0,3,509,4,21,2,0,0,1,0,0,0,0,13,1,371
,15,,30,,1380,4,304,720,848,,30,,,,,,,,0,0,310,0,16,0,0,0,19,1,0,0,1,11,0,460
,15,,31,,444,4,167,263,286,,3,,,,,,,,0,1,159,1,13,0,0,0,2,1,0,0,0,4,0,102
,15,,32,,749,3,201,468,527,,11,,,,,,,,0,1,340,1,26,0,0,0,0,0,0,0,0,4,0,144
,15,,33,,533,9,180,332,369,,8,,,,,,,,0,2,119,0,13,0,0,0,1,0,0,0,0,8,0,218
,15,,34,,627,9,165,365,439,,14,,,,,,,,0,2,185,1,12,0,0,0,1,0,0,0,0,4,0,220
,15,,35,,950,10,249,400,434,,29,,,,,,,,0,0,382,2,2,1,0,0,1,0,0,0,0,0,0,16
,16,,1,,1358,5,401,782,908,,25,,,,,,,,0,0,409,0,22,0,0,0,2,0,0,0,0,13,1,434
,16,,2,,1387,6,297,689,894,,19,,,,,,,,2,1,324,0,14,1,0,0,3,2,0,0,0,11,0,502
,16,,3,,1292,8,339,681,814,,18,,,,,,,,0,2,378,3,22,0,0,1,3,0,0,0,1,9,0,376
,16,,4,,1268,10,277,658,795,,25,,,,,,,,2,1,380,0,16,0,0,0,11,0,0,0,0,9,0,351
,16,,5,,1451,10,313,715,851,,23,,,,,,,,3,1,399,3,29,2,0,0,11,1,0,0,0,5,0,374
