mid,dec.pec
52,51.33
52,51.34
52,51.35
52,51.36
52,51.37
52,51.38
52,51.40
52,51.42
52,51.43
52,51.44
52,51.45
52,51.46
52,51.47
52,51.48
52,51.49
52,51.50
52,51.51
52,51.52
53,50.01
53,50.02
53,50.03
53,50.04
53,50.05
53,50.06
53,50.07
53,50.08
53,50.09
53,50.10
53,50.11
53,50.12
53,50.13
53,50.14
53,50.15
53,50.16
53,50.17
53,50.18
53,50.19
53,50.20
53,50.21
53,50.22
53,50.23
53,50.24
53,50.25
53,50.26
53,50.27
53,50.28
53,50.29
53,50.30
53,50.31
53,50.32
53,50.33
53,50.34
53,50.35
53,50.36
53,50.37
53,50.38
53,50.39
53,50.40
53,50.41
53,50.42
53,50.43
53,50.44
53,50.45
53,50.46
53,50.47
53,50.48
53,50.49
53,50.50
53,50.51
53,50.52
53,50.53
53,50.54
53,50.55
54,53.01
54,53.02
54,53.03
54,53.04
54,53.05
54,53.06
54,53.07
54,53.08
54,53.09
54,53.10
54,53.11
54,53.12
54,53.13
54,53.14
54,53.15
54,53.16
54,53.17
54,53.18
54,53.19
54,53.20
54,53.21
54,53.22
54,53.23
54,53.24
54,53.25
54,53.26
54,53.27
54,53.28
54,53.29
54,53.30
54,53.31
54,55.01
54,55.02
54,55.03
54,55.04
54,55.05
54,55.06
54,55.07
54,55.08
54,55.09
54,55.10
54,55.11
54,55.12
54,55.13
54,55.14
54,55.15
54,55.16
54,55.17
54,55.18
54,55.19
54,55.20
54,55.21
54,55.22
54,55.23
54,55.24
54,55.25
54,55.26
54,55.27
54,55.28
54,55.29
55,54.01
55,54.02
55,54.03
55,54.04
55,54.05
55,54.06
55,54.07
55,54.08
55,54.09
55,54.10
55,54.11
55,54.12
55,54.13
55,54.14
55,54.15
55,54.16
55,54.17
55,54.18
55,54.19
55,54.20
55,54.21
55,54.22
55,54.23
55,54.24
55,54.25
55,54.26
55,54.27
55,54.28
55,54.29
55,54.30
55,54.31
55,54.32
55,54.33
55,54.34
55,54.35
55,54.36
55,54.37
55,54.38
55,54.39
55,54.40
55,54.41
55,54.42
55,54.43
55,54.44
55,54.45
55,54.46
55,54.47
55,54.48
55,54.49
55,54.50
56,56.01
56,56.02
56,56.03
56,56.04
56,56.05
56,56.06
56,56.07
56,56.08
56,56.09
56,56.10
56,56.11
56,56.12
56,56.13
56,56.14
56,56.15
56,56.16
56,56.17
56,56.18
56,56.19
56,56.20
56,56.21
56,56.22
56,56.23
56,56.24
56,56.25
56,56.26
56,56.27
56,56.28
56,56.29
56,56.30
56,56.31
56,56.32
56,56.33
56,56.34
56,56.35
56,56.36
56,56.37
56,56.38
56,56.39
56,56.40
56,56.41
56,56.42
56,56.43
56,56.44
56,56.45
56,56.46
56,56.47
56,56.48
56,56.49
56,56.50
56,56.51
56,56.52
56,56.53
56,56.54
56,56.55
56,56.56
56,56.57
56,56.58
57,58.01
57,58.02
57,58.03
57,58.04
57,58.05
57,58.06
57,58.07
57,58.08
57,58.09
57,58.10
57,58.11
57,58.12
57,58.13
57,58.14
57,58.15
57,58.16
57,58.17
57,58.18
57,58.19
57,58.20
57,58.21
57,58.22
57,58.23
57,58.24
57,58.25
57,58.26
57,58.27
57,58.28
57,58.29
57,58.30
57,58.31
57,58.32
57,58.33
57,58.34
57,58.35
57,58.36
57,58.37
57,58.38
57,58.40
57,58.41
57,58.42
57,58.43
57,58.44
57,58.45
57,58.46
57,58.47
57,58.48
57,58.49
57,58.50
57,58.51
57,58.52
57,58.53
57,58.54
57,58.55
57,58.56
57,58.57
57,58.58
57,58.59
57,58.60
57,58.61
57,58.62
57,58.63
57,58.64
57,58.65
57,58.66
57,58.67
58,43.01
58,43.02
58,43.03
58,43.04
58,43.05
58,43.06
58,43.07
58,43.08
58,43.09
58,43.10
58,43.11
58,43.12
58,43.13
58,43.14
58,43.15
58,43.16
58,43.17
58,43.18
58,43.19
58,43.20
58,43.21
58,43.22
58,43.23
58,44.01
58,44.02
58,44.03
58,44.04
58,44.05
58,44.06
58,44.07
58,44.08
58,44.09
58,44.10
58,44.11
58,44.12
58,44.13
58,44.14
58,44.15
58,44.16
58,44.17
58,44.18
58,44.19
58,44.20
58,44.21
58,44.22
58,44.23
58,44.24
58,44.25
58,44.26
58,44.27
58,44.28
58,44.29
58,44.30
58,44.31
58,44.32
58,44.33
58,44.34
58,44.35
58,44.36
58,44.37
58,44.38
58,44.39
58,44.40
58,45.01
58,45.02
58,45.03
58,45.04
58,45.05
58,45.06
58,45.07
58,45.08
58,45.09
58,45.10
58,45.11
58,45.12
58,45.13
58,45.14
58,45.15
58,45.16
58,45.17
58,45.18
58,45.19
58,45.20
58,45.21
58,45.22
58,45.23
58,45.24
58,45.25
58,45.26
58,45.27
58,45.28
58,45.29
58,45.30
58,45.31
58,45.32
58,45.33
58,45.34
58,45.35
58,45.36
58,45.37
58,45.38
58,45.39
58,45.40
58,45.41
58,46.01
58,46.02
58,46.03
58,46.04
58,46.05
58,46.06
58,46.07
58,46.08
58,46.09
58,46.10
58,46.11
58,46.12
58,46.13
58,46.14
58,46.15
58,46.16
58,46.17
58,46.18
58,46.19
58,46.20
58,46.21
58,46.22
58,46.23
58,47.01
58,47.02
58,47.03
58,47.04
58,47.05
58,47.06
58,47.07
58,47.08
58,47.09
58,47.10
58,47.11
58,47.12
58,47.13
58,47.14
58,47.15
58,47.16
58,47.17
58,47.18
58,47.19
58,47.20
58,47.21
58,47.22
58,47.23
58,47.24
58,47.25
58,47.26
58,47.27
58,47.28
58,47.29
58,47.30
58,47.31
58,47.32
58,47.33
58,47.34
58,47.35
58,47.36
58,47.37
58,47.38
58,47.39
58,47.40
59,60.01
59,60.02
59,60.03
59,60.04
59,60.05
59,60.06
59,60.07
59,60.08
59,60.09
59,60.10
59,60.11
59,60.12
59,60.13
59,60.17
59,60.18
59,60.20
59,60.21
59,60.22
59,60.24
59,60.25
59,60.26
59,60.27
59,60.28
59,60.29
59,60.30
59,60.31
59,60.32
59,60.33
59,60.34
59,60.35
59,60.36
59,60.37
59,60.38
59,60.43
59,60.45
59,60.46
59,60.47
59,60.48
59,60.49
59,60.50
59,60.51
59,60.53
59,60.55
59,60.56
59,60.57
59,60.58
59,60.60
59,60.62
60,60.16
60,60.19
60,60.39
60,60.44
60,60.52
60,60.54
60,60.59
60,61.01
60,61.02
60,61.03
60,61.04
60,61.05
60,61.06
60,61.07
60,61.08
60,61.09
60,61.10
60,61.11
60,61.12
60,61.13
60,61.14
60,61.15
60,61.16
60,61.17
60,61.18
60,61.19
60,61.20
60,61.21
60,61.27
60,61.28
60,61.29
60,61.30
60,61.31
60,61.32
60,61.33
60,61.34
60,61.35
60,61.36
60,61.37
60,61.38
60,62.01
60,62.02
60,62.03
60,62.04
60,62.05
60,62.06
60,62.07
60,62.08
60,62.09
60,62.10
60,62.11
60,62.12
60,62.13
60,62.14
60,62.15
60,62.16
60,62.17
60,62.18
60,62.19
60,62.20
60,62.21
60,62.22
60,62.23
60,62.24
60,62.25
60,62.26
60,62.27
60,62.28
60,62.29
60,62.30
60,62.31
60,62.32
60,62.33
60,62.34
60,62.35
60,62.36
60,62.37
60,62.38
61,60.14
61,60.15
61,60.40
61,60.41
61,60.42
61,60.61
61,61.22
61,61.23
61,61.24
61,61.25
61,61.26
61,70.01
61,70.02
61,70.03
61,70.04
61,70.05
61,70.07
61,70.08
61,70.09
61,70.10
61,70.11
61,70.12
61,70.13
61,70.14
61,70.15
61,70.16
61,70.17
61,70.18
61,70.19
61,70.20
61,70.21
61,70.22
61,70.23
61,70.24
61,70.25
61,70.26
61,70.27
61,70.28
61,70.29
61,70.30
61,70.31
61,70.33
61,70.34
62,63.01
62,63.02
62,63.03
62,63.04
62,63.06
62,63.07
62,63.08
62,63.10
62,63.11
62,63.12
62,63.13
62,63.14
62,63.15
62,63.16
62,63.17
62,63.18
62,63.20
62,63.21
62,63.23
62,63.24
62,65.01
62,65.02
62,65.03
62,65.04
62,65.05
62,65.06
62,65.07
62,65.08
62,65.09
62,65.10
62,65.11
62,65.12
62,65.13
62,65.14
62,65.15
62,65.16
62,65.17
62,65.18
62,65.19
62,65.20
62,65.21
62,65.22
62,65.23
62,65.24
62,65.25
62,65.26
62,65.27
62,65.28
62,65.29
62,65.30
62,65.31
62,65.32
62,65.33
62,65.34
62,65.35
62,65.36
62,65.37
62,65.38
62,65.39
63,63.05
63,63.09
63,63.19
63,63.22
63,64.01
63,64.02
63,64.03
63,64.04
63,64.05
63,64.06
63,64.07
63,64.08
63,64.09
63,64.10
63,64.11
63,64.12
63,64.13
63,64.14
63,64.15
63,64.16
63,64.17
63,64.18
63,64.19
63,64.20
63,64.21
63,64.22
63,64.23
63,64.24
63,64.25
63,64.26
63,64.27
63,64.28
63,64.29
63,64.30
63,64.31
63,64.32
63,64.33
63,64.34
63,64.35
63,64.36
63,64.37
63,64.38
63,64.39
63,64.40
63,64.41
63,64.42
63,64.43
64,66.01
64,66.02
64,66.03
64,66.04
64,66.05
64,66.06
64,66.07
64,66.08
64,66.09
64,66.10
64,66.11
64,66.12
64,66.13
64,66.14
64,66.15
64,66.16
64,66.17
64,66.18
64,66.19
64,66.20
64,66.21
64,66.22
64,66.23
64,66.24
64,66.25
64,66.26
64,66.27
64,66.28
64,66.29
64,66.30
64,66.31
64,66.32
64,67.36
64,67.37
64,67.44
64,67.45
64,67.55
64,67.56
64,67.62
64,67.73
64,67.74
64,67.76
64,67.77
64,67.92
64,67.98
64,67.103
64,67.106
65,67.01
65,67.02
65,67.03
65,67.04
65,67.05
65,67.06
65,67.07
65,67.08
65,67.09
65,67.10
65,67.11
65,67.12
65,67.13
65,67.14
65,67.15
65,67.16
65,67.17
65,67.18
65,67.19
65,67.20
65,67.21
65,67.22
65,67.23
65,67.24
65,67.25
65,67.26
65,67.27
65,67.28
65,67.29
65,67.30
65,67.31
65,67.80
65,67.82
65,67.83
65,67.84
65,67.85
65,67.86
65,67.87
65,67.88
65,67.89
65,67.90
65,67.105
66,67.32
66,67.33
66,67.34
66,67.35
66,67.38
66,67.39
66,67.40
66,67.41
66,67.42
66,67.43
66,67.46
66,67.47
66,67.48
66,67.49
66,67.50
66,67.51
66,67.52
66,67.53
66,67.54
66,67.57
66,67.58
66,67.59
66,67.60
66,67.61
66,67.63
66,67.64
66,67.65
66,67.66
66,67.67
66,67.68
66,67.69
66,67.70
66,67.71
66,67.72
66,67.75
66,67.78
66,67.91
66,67.94
66,67.95
66,67.96
66,67.97
66,67.99
66,67.100
66,67.101
66,67.104
67,68.01
67,68.02
67,68.03
67,68.04
67,68.05
67,68.06
67,68.07
67,68.08
67,68.09
67,68.10
67,68.11
67,68.12
67,68.13
67,68.14
67,68.15
67,68.16
67,68.17
67,68.18
67,68.19
67,68.20
67,68.21
67,68.22
67,68.23
67,68.24
67,68.25
67,68.26
67,68.27
67,68.28
67,69.01
67,69.02
67,69.03
67,69.04
67,69.05
67,69.06
67,69.07
67,69.08
67,69.09
67,69.10
67,69.11
67,69.12
67,69.13
67,69.14
67,69.15
67,69.16
67,69.17
67,69.18
67,69.19
67,69.20
67,69.21
67,69.22
67,69.23
67,69.24
67,69.25
67,69.26
67,69.27
68,79.04
68,79.33
68,79.34
68,79.36
68,79.37
68,79.38
68,79.39
68,79.40
68,79.41
68,79.42
68,79.43
68,79.45
68,79.48
68,79.50
68,79.57
68,79.59
68,79.60
68,79.73
68,79.74
68,79.81
68,79.96
68,79.97
68,79.98
68,79.102
68,81.13
68,81.14
68,81.15
68,81.16
68,81.17
68,81.18
68,81.33
68,81.34
68,81.35
68,81.41
68,81.42
68,81.43
68,81.44
68,81.46
68,81.47
68,81.58
68,81.63
69,79.01
69,79.02
69,79.03
69,79.06
69,79.07
69,79.08
69,79.09
69,79.10
69,79.12
69,79.13
69,79.14
69,79.24
69,79.25
69,79.26
69,79.27
69,79.28
69,79.29
69,79.30
69,79.32
69,79.35
69,79.44
69,79.46
69,79.49
69,79.51
69,79.52
69,79.53
69,79.55
69,79.56
69,79.61
69,79.62
69,79.63
69,79.64
69,79.65
69,79.66
69,79.70
69,79.71
69,79.72
69,79.103
70,79.11
70,79.15
70,79.16
70,79.17
70,79.18
70,79.19
70,79.20
70,79.21
70,79.22
70,79.23
70,79.31
70,79.47
70,79.54
70,79.58
70,79.67
70,79.68
70,79.69
70,79.75
70,79.76
70,79.77
70,79.78
70,79.79
70,79.82
70,79.83
70,79.84
70,79.85
70,79.86
70,79.87
70,79.88
70,79.89
70,79.90
70,79.91
70,79.92
70,79.93
70,79.94
70,79.95
70,79.99
70,79.100
70,79.101
70,79.104
71,81.01
71,81.02
71,81.03
71,81.04
71,81.05
71,81.06
71,81.07
71,81.08
71,81.09
71,81.10
71,81.11
71,81.12
71,81.19
71,81.20
71,81.21
71,81.22
71,81.23
71,81.24
71,81.25
71,81.26
71,81.27
71,81.28
71,81.29
71,81.30
71,81.31
71,81.32
71,81.36
71,81.37
71,81.38
71,81.39
71,81.40
71,81.45
71,81.48
71,81.49
71,81.50
71,81.51
71,81.52
71,81.53
71,81.54
71,81.55
71,81.56
71,81.57
71,81.59
71,81.60
71,81.61
71,81.62
71,81.64
71,81.65
72,80.14
72,80.15
72,80.16
72,80.17
72,83.01
72,83.02
72,83.03
72,83.04
72,83.05
72,83.06
72,83.07
72,83.08
72,83.09
72,83.10
72,83.11
72,83.12
72,83.13
72,83.14
72,83.15
72,83.16
72,83.17
72,83.18
72,83.19
72,83.20
72,83.21
72,83.22
72,83.23
72,83.24
72,83.25
72,83.26
72,83.27
72,83.28
72,83.29
72,83.30
72,83.31
72,83.32
72,83.33
72,83.34
72,83.35
72,83.36
72,83.37
72,83.38
72,83.39
72,83.40
72,83.41
72,83.43
72,83.44
72,83.45
72,83.46
73,80.01
73,80.02
73,80.03
73,80.04
73,80.05
73,80.06
73,80.07
73,80.08
73,80.09
73,80.10
73,80.11
73,80.12
73,80.13
73,80.18
73,80.19
73,80.20
73,80.21
73,80.22
73,80.23
73,80.24
73,80.25
73,80.26
73,80.27
73,80.28
73,80.29
73,80.30
73,80.31
73,82.01
73,82.02
73,82.03
73,82.04
73,82.05
73,82.06
73,82.07
73,82.08
73,82.09
73,82.10
73,82.11
73,82.12
73,82.13
73,82.14
73,82.15
73,82.16
73,82.17
73,82.18
73,82.19
73,82.20
73,82.21
73,82.22
73,82.23
73,82.24
73,82.25
73,82.26
73,82.27
73,82.28
73,82.29
73,82.30
73,82.31
73,82.32
73,82.33
73,82.34
73,82.35
73,82.36
73,82.37
73,82.38
73,82.39
73,82.40
73,82.41
73,82.42
73,82.43
73,82.44
73,82.45
73,82.46
73,82.47
73,82.48
73,82.49
73,84.01
73,84.02
73,84.03
73,84.04
73,84.05
73,84.06
73,84.07
73,84.08
73,84.09
73,84.10
73,84.11
73,84.12
73,84.13
73,84.14
73,84.15
73,84.16
73,84.17
73,84.18
73,84.19
73,84.20
73,84.21
73,84.22
73,84.23
73,84.24
73,84.25
73,84.26
73,84.27
73,84.28
73,84.29
73,84.30
73,84.31
73,84.32
73,84.33
73,84.34
73,84.35
73,84.36
73,84.37
73,84.38
73,84.39
73,84.40
73,84.41
73,84.42
73,84.43
73,84.44
73,84.45
73,84.46
73,84.47
73,84.48
73,84.49
73,84.50
73,84.51
73,84.52
73,84.53
73,84.54
