"district","major","party"
"80","80.02","5"
"80","80.02","8"
"80","80.02","41"
"80","80.03","2"
"80","80.03","5"
"80","80.03","8"
"80","80.03","41"
"80","80.04","2"
"80","80.04","5"
"80","80.04","8"
"80","80.04","41"
"80","80.04","42"
"80","80.04","43"
"80","80.05","2"
"80","80.05","5"
"80","80.05","8"
"80","80.05","41"
"80","80.05","42"
"80","80.06","2"
"80","80.06","5"
"80","80.06","8"
"80","80.06","41"
"80","80.07","2"
"80","80.07","5"
"80","80.07","8"
"80","80.07","41"
"80","80.08","2"
"80","80.08","5"
"80","80.08","8"
"80","80.08","41"
"80","80.09","2"
"80","80.09","5"
"80","80.09","8"
"80","80.09","41"
"81","81.01.01","2"
"81","81.01.01","3"
"81","81.01.01","5"
"81","81.01.01","8"
"81","81.01.01","41"
"81","81.01.02","2"
"81","81.01.02","3"
"81","81.01.02","5"
"81","81.01.02","6"
"81","81.01.02","8"
"81","81.01.02","41"
"81","81.01.03","2"
"81","81.01.03","3"
"81","81.01.03","5"
"81","81.01.03","8"
"81","81.01.03","41"
"81","81.02","2"
"81","81.02","5"
"81","81.02","8"
"81","81.02","41"
"81","81.03","2"
"81","81.03","3"
"81","81.03","5"
"81","81.03","8"
"81","81.03","41"
"81","81.04","2"
"81","81.04","3"
"81","81.04","5"
"81","81.04","8"
"81","81.04","41"
"81","81.05","2"
"81","81.05","5"
"81","81.05","8"
"81","81.05","41"
"81","81.06","2"
"81","81.06","3"
"81","81.06","5"
"81","81.06","8"
"81","81.06","41"
"81","81.07","2"
"81","81.07","5"
"81","81.07","8"
"81","81.07","41"
"81","81.08","2"
"81","81.08","3"
"81","81.08","5"
"81","81.08","8"
"81","81.08","41"
"81","81.09","2"
"81","81.09","3"
"81","81.09","5"
"81","81.09","8"
"81","81.09","41"
"81","81.10","2"
"81","81.10","3"
"81","81.10","5"
"81","81.10","8"
"81","81.10","41"
"81","81.11","2"
"81","81.11","3"
"81","81.11","5"
"81","81.11","8"
"81","81.11","41"
"81","81.12","2"
"81","81.12","3"
"81","81.12","5"
"81","81.12","8"
"81","81.12","41"
"81","81.13","2"
"81","81.13","5"
"81","81.13","8"
"81","81.13","41"
"81","81.14","2"
"81","81.14","3"
"81","81.14","5"
"81","81.14","8"
"81","81.14","41"
"81","81.15","2"
"81","81.15","5"
"81","81.15","8"
"81","81.15","41"
"81","81.16","2"
"81","81.16","5"
"81","81.16","8"
"81","81.16","41"
"81","81.17","2"
"81","81.17","3"
"81","81.17","5"
"81","81.17","6"
"81","81.17","8"
"81","81.17","41"
"81","81.18","2"
"81","81.18","5"
"81","81.18","8"
"81","81.18","41"
"81","81.19","2"
"81","81.19","5"
"81","81.19","8"
"81","81.19","41"
"81","81.20","2"
"81","81.20","3"
"81","81.20","5"
"81","81.20","6"
"81","81.20","8"
"81","81.20","41"
"82","82.01","2"
"82","82.01","3"
"82","82.01","5"
"82","82.01","8"
"82","82.01","17"
"82","82.01","41"
"82","82.01","42"
"82","82.02","2"
"82","82.02","3"
"82","82.02","5"
"82","82.02","8"
"82","82.02","17"
"82","82.02","41"
"82","82.03","2"
"82","82.03","5"
"82","82.03","8"
"82","82.03","17"
"82","82.03","41"
"82","82.04","2"
"82","82.04","5"
"82","82.04","8"
"82","82.04","17"
"82","82.04","41"
"82","82.04","42"
"82","82.05","2"
"82","82.05","5"
"82","82.05","8"
"82","82.05","17"
"82","82.05","41"
"82","82.06","2"
"82","82.06","5"
"82","82.06","8"
"82","82.06","17"
"82","82.06","41"
"82","82.07","2"
"82","82.07","5"
"82","82.07","8"
"82","82.07","41"
"82","82.08","2"
"82","82.08","5"
"82","82.08","8"
"82","82.08","17"
"82","82.08","41"
"82","82.09","2"
"82","82.09","5"
"82","82.09","8"
"82","82.09","17"
"82","82.09","20"
"82","82.09","41"
"82","82.09","42"
"83","83.02","2"
"83","83.02","3"
"83","83.02","5"
"83","83.02","8"
"83","83.02","10"
"83","83.02","20"
"83","83.02","41"
"83","83.03","2"
"83","83.03","3"
"83","83.03","5"
"83","83.03","8"
"83","83.03","10"
"83","83.03","41"
"83","83.04","2"
"83","83.04","3"
"83","83.04","5"
"83","83.04","8"
"83","83.04","10"
"83","83.04","41"
"83","83.05","2"
"83","83.05","3"
"83","83.05","5"
"83","83.05","8"
"83","83.05","10"
"83","83.05","41"
"83","83.06","2"
"83","83.06","3"
"83","83.06","5"
"83","83.06","8"
"83","83.06","10"
"83","83.06","20"
"83","83.06","41"
"83","83.08","2"
"83","83.08","3"
"83","83.08","5"
"83","83.08","8"
"83","83.08","10"
"83","83.08","20"
"83","83.08","41"
"83","83.09","2"
"83","83.09","3"
"83","83.09","5"
"83","83.09","8"
"83","83.09","10"
"83","83.09","41"
"83","83.10","2"
"83","83.10","3"
"83","83.10","5"
"83","83.10","8"
"83","83.10","10"
"83","83.10","41"
"83","83.11","2"
"83","83.11","5"
"83","83.11","10"
"83","83.11","41"
"83","83.12","2"
"83","83.12","3"
"83","83.12","5"
"83","83.12","8"
"83","83.12","10"
"83","83.12","41"
"83","83.13","2"
"83","83.13","5"
"83","83.13","8"
"83","83.13","10"
"83","83.13","41"
"84","84.01","2"
"84","84.01","5"
"84","84.01","8"
"84","84.01","41"
"84","84.01","42"
"84","84.02","2"
"84","84.02","5"
"84","84.02","8"
"84","84.02","41"
"84","84.03","2"
"84","84.03","5"
"84","84.03","8"
"84","84.03","20"
"84","84.03","41"
"84","84.04","2"
"84","84.04","5"
"84","84.04","8"
"84","84.04","41"
"84","84.05","2"
"84","84.05","5"
"84","84.05","8"
"84","84.05","20"
"84","84.05","41"
"84","84.05","42"
"84","84.05","44"
"84","84.05","45"
"84","84.06","2"
"84","84.06","5"
"84","84.06","8"
"84","84.06","41"
"84","84.07","2"
"84","84.07","5"
"84","84.07","8"
"84","84.07","41"
"84","84.07","42"
"84","84.08","2"
"84","84.08","5"
"84","84.08","8"
"84","84.08","41"
"84","84.09","2"
"84","84.09","5"
"84","84.09","41"
"84","84.10","2"
"84","84.10","5"
"84","84.10","8"
"84","84.10","20"
"84","84.10","41"
"84","84.11","2"
"84","84.11","8"
"84","84.11","41"
"84","84.12","2"
"84","84.12","3"
"84","84.12","5"
"84","84.12","41"
"84","84.13","2"
"84","84.13","5"
"84","84.13","8"
"84","84.13","41"
