"district","major","party"
"54","54.01.03","5"
"54","54.01.03","6"
"54","54.01.03","8"
"54","54.01.03","20"
"54","54.01.03","41"
"54","54.01.04","2"
"54","54.01.04","5"
"54","54.01.04","6"
"54","54.01.04","8"
"54","54.01.04","20"
"54","54.01.04","41"
"54","54.01.04","42"
"54","54.02","2"
"54","54.02","3"
"54","54.02","5"
"54","54.02","8"
"54","54.02","20"
"54","54.02","41"
"54","54.03","2"
"54","54.03","3"
"54","54.03","5"
"54","54.03","8"
"54","54.03","20"
"54","54.03","41"
"54","54.04","2"
"54","54.04","3"
"54","54.04","5"
"54","54.04","41"
"54","54.05","2"
"54","54.05","5"
"54","54.05","8"
"54","54.05","20"
"54","54.05","27"
"54","54.05","41"
"54","54.05","42"
"54","54.06","2"
"54","54.06","5"
"54","54.06","20"
"54","54.06","41"
"54","54.07","2"
"54","54.07","3"
"54","54.07","5"
"54","54.07","8"
"54","54.07","20"
"54","54.07","41"
"54","54.08","2"
"54","54.08","3"
"54","54.08","5"
"54","54.08","8"
"54","54.08","41"
"54","54.09","2"
"54","54.09","3"
"54","54.09","5"
"54","54.09","8"
"54","54.09","20"
"54","54.09","41"
"54","54.09","42"
"54","54.10","2"
"54","54.10","3"
"54","54.10","5"
"54","54.10","41"
"54","54.11","2"
"54","54.11","5"
"54","54.11","8"
"54","54.11","20"
"54","54.11","41"
"54","54.12","2"
"54","54.12","5"
"54","54.12","41"
"54","54.13","2"
"54","54.13","3"
"54","54.13","5"
"54","54.13","41"
"54","54.14","2"
"54","54.14","3"
"54","54.14","5"
"54","54.14","20"
"54","54.14","41"
"54","54.15","2"
"54","54.15","3"
"54","54.15","5"
"54","54.15","20"
"54","54.15","41"
"55","55.01.01","2"
"55","55.01.01","5"
"55","55.01.01","8"
"55","55.01.01","41"
"55","55.01.02","2"
"55","55.01.02","5"
"55","55.01.02","8"
"55","55.01.02","41"
"55","55.02","2"
"55","55.02","41"
"55","55.03","2"
"55","55.03","5"
"55","55.03","41"
"55","55.03","42"
"55","55.04","2"
"55","55.04","5"
"55","55.04","41"
"55","55.05","2"
"55","55.05","5"
"55","55.05","8"
"55","55.05","41"
"55","55.06","2"
"55","55.06","5"
"55","55.06","41"
"55","55.06","42"
"55","55.07","2"
"55","55.07","5"
"55","55.07","41"
"55","55.08","2"
"55","55.08","5"
"55","55.08","10"
"55","55.08","41"
"55","55.09","2"
"55","55.09","5"
"55","55.09","8"
"55","55.09","41"
"55","55.09","42"
"55","55.10","2"
"55","55.10","5"
"55","55.10","8"
"55","55.10","10"
"55","55.10","41"
"55","55.11","2"
"55","55.11","5"
"55","55.11","8"
"55","55.11","41"
"55","55.12","2"
"55","55.12","5"
"55","55.12","41"
"56","56.01.01","2"
"56","56.01.01","5"
"56","56.01.01","6"
"56","56.01.01","8"
"56","56.01.01","27"
"56","56.01.01","41"
"56","56.01.02","5"
"56","56.01.02","8"
"56","56.01.02","27"
"56","56.01.02","41"
"56","56.01.02","42"
"56","56.01.03","2"
"56","56.01.03","5"
"56","56.01.03","8"
"56","56.01.03","27"
"56","56.01.03","41"
"56","56.02","2"
"56","56.02","5"
"56","56.02","41"
"56","56.03","2"
"56","56.03","5"
"56","56.03","41"
"56","56.04","2"
"56","56.04","5"
"56","56.04","8"
"56","56.04","20"
"56","56.04","41"
"56","56.05","5"
"56","56.05","8"
"56","56.05","41"
"56","56.05","42"
"56","56.06","2"
"56","56.06","5"
"56","56.06","8"
"56","56.06","20"
"56","56.06","41"
"56","56.07","2"
"56","56.07","5"
"56","56.07","20"
"56","56.07","41"
"56","56.08","2"
"56","56.08","5"
"56","56.08","8"
"56","56.08","41"
"56","56.09","2"
"56","56.09","5"
"56","56.09","8"
"56","56.09","27"
"56","56.09","41"
"56","56.09","42"
"56","56.10","2"
"56","56.10","5"
"56","56.10","8"
"56","56.10","20"
"56","56.10","41"
"56","56.11","2"
"56","56.11","5"
"56","56.11","8"
"56","56.11","41"
"56","56.11","42"
"56","56.12","2"
"56","56.12","3"
"56","56.12","5"
"56","56.12","8"
"56","56.12","41"
"56","56.13","2"
"56","56.13","5"
"56","56.13","20"
"56","56.13","41"
"56","56.14","2"
"56","56.14","5"
"56","56.14","20"
"56","56.14","41"
"56","56.15","2"
"56","56.15","5"
"56","56.15","8"
"56","56.15","41"
"56","56.16","2"
"56","56.16","5"
"56","56.16","8"
"56","56.16","20"
"56","56.16","41"
"57","57.01.01","2"
"57","57.01.01","5"
"57","57.01.01","8"
"57","57.01.01","27"
"57","57.01.01","41"
"57","57.01.02","2"
"57","57.01.02","3"
"57","57.01.02","5"
"57","57.01.02","8"
"57","57.01.02","27"
"57","57.01.02","41"
"57","57.01.03","2"
"57","57.01.03","3"
"57","57.01.03","5"
"57","57.01.03","27"
"57","57.01.03","41"
"57","57.02","2"
"57","57.02","5"
"57","57.02","27"
"57","57.02","41"
"57","57.03","2"
"57","57.03","5"
"57","57.03","27"
"57","57.03","41"
"57","57.04","2"
"57","57.04","5"
"57","57.04","8"
"57","57.04","27"
"57","57.04","41"
"57","57.05","2"
"57","57.05","5"
"57","57.05","8"
"57","57.05","27"
"57","57.05","41"
"57","57.06","2"
"57","57.06","5"
"57","57.06","8"
"57","57.06","27"
"57","57.06","41"
"57","57.07","2"
"57","57.07","5"
"57","57.07","27"
"57","57.07","41"
"57","57.08","2"
"57","57.08","5"
"57","57.08","27"
"57","57.08","41"
"57","57.09","2"
"57","57.09","5"
"57","57.09","8"
"57","57.09","27"
"57","57.09","41"
"57","57.10","2"
"57","57.10","5"
"57","57.10","27"
"57","57.10","41"
"58","58.01.01","2"
"58","58.01.01","3"
"58","58.01.01","5"
"58","58.01.01","8"
"58","58.01.01","10"
"58","58.01.01","41"
"58","58.01.02","2"
"58","58.01.02","3"
"58","58.01.02","5"
"58","58.01.02","41"
"58","58.01.03","2"
"58","58.01.03","3"
"58","58.01.03","5"
"58","58.01.03","10"
"58","58.01.03","41"
"58","58.02","2"
"58","58.02","3"
"58","58.02","5"
"58","58.02","41"
"58","58.03","2"
"58","58.03","3"
"58","58.03","5"
"58","58.03","8"
"58","58.03","41"
"58","58.04","2"
"58","58.04","3"
"58","58.04","5"
"58","58.04","8"
"58","58.04","41"
"58","58.05","3"
"58","58.05","5"
"58","58.05","8"
"58","58.05","10"
"58","58.05","41"
"58","58.05","42"
"58","58.06","2"
"58","58.06","3"
"58","58.06","5"
"58","58.06","41"
"58","58.07","5"
"58","58.07","41"
"58","58.08","2"
"58","58.08","3"
"58","58.08","5"
"58","58.08","8"
"58","58.08","10"
"58","58.08","41"
"58","58.09","2"
"58","58.09","3"
"58","58.09","5"
"58","58.09","8"
"58","58.09","41"
"58","58.10","2"
"58","58.10","3"
"58","58.10","5"
"58","58.10","8"
"58","58.10","41"
"58","58.11","2"
"58","58.11","3"
"58","58.11","5"
"58","58.11","8"
"58","58.11","41"
"58","58.12","2"
"58","58.12","3"
"58","58.12","5"
"58","58.12","8"
"58","58.12","41"
"58","58.13","2"
"58","58.13","3"
"58","58.13","5"
"58","58.13","8"
"58","58.13","10"
"58","58.13","41"
"58","58.14","2"
"58","58.14","3"
"58","58.14","5"
"58","58.14","8"
"58","58.14","41"
"58","58.15","2"
"58","58.15","3"
"58","58.15","5"
"58","58.15","8"
"58","58.15","41"
"58","58.16","2"
"58","58.16","3"
"58","58.16","5"
"58","58.16","8"
"58","58.16","41"
"58","58.17","2"
"58","58.17","3"
"58","58.17","5"
"58","58.17","41"
"59","59.01","2"
"59","59.01","3"
"59","59.01","5"
"59","59.01","8"
"59","59.01","10"
"59","59.01","20"
"59","59.01","27"
"59","59.01","34"
"59","59.01","41"
"59","59.02","2"
"59","59.02","5"
"59","59.02","8"
"59","59.02","10"
"59","59.02","27"
"59","59.02","34"
"59","59.02","41"
"59","59.03","2"
"59","59.03","3"
"59","59.03","5"
"59","59.03","8"
"59","59.03","10"
"59","59.03","27"
"59","59.03","34"
"59","59.03","41"
"59","59.04","2"
"59","59.04","3"
"59","59.04","5"
"59","59.04","10"
"59","59.04","20"
"59","59.04","27"
"59","59.04","34"
"59","59.04","41"
"59","59.05","2"
"59","59.05","3"
"59","59.05","5"
"59","59.05","8"
"59","59.05","10"
"59","59.05","20"
"59","59.05","27"
"59","59.05","34"
"59","59.05","41"
"59","59.06","2"
"59","59.06","3"
"59","59.06","5"
"59","59.06","8"
"59","59.06","10"
"59","59.06","27"
"59","59.06","34"
"59","59.06","41"
"59","59.07","2"
"59","59.07","3"
"59","59.07","5"
"59","59.07","8"
"59","59.07","10"
"59","59.07","27"
"59","59.07","34"
"59","59.07","41"
"59","59.08","2"
"59","59.08","3"
"59","59.08","5"
"59","59.08","8"
"59","59.08","10"
"59","59.08","27"
"59","59.08","34"
"59","59.08","41"
"59","59.09","2"
"59","59.09","3"
"59","59.09","5"
"59","59.09","8"
"59","59.09","10"
"59","59.09","27"
"59","59.09","34"
"59","59.09","41"
"59","59.10","2"
"59","59.10","3"
"59","59.10","5"
"59","59.10","8"
"59","59.10","10"
"59","59.10","27"
"59","59.10","34"
"59","59.10","41"
"60","60.01.01","2"
"60","60.01.01","5"
"60","60.01.01","8"
"60","60.01.01","10"
"60","60.01.01","41"
"60","60.01.02","2"
"60","60.01.02","10"
"60","60.01.02","20"
"60","60.01.02","41"
"60","60.01.02","43"
"60","60.01.03","2"
"60","60.01.03","3"
"60","60.01.03","8"
"60","60.01.03","10"
"60","60.01.03","41"
"60","60.02","5"
"60","60.02","41"
"60","60.02","43"
"60","60.03","2"
"60","60.03","5"
"60","60.03","8"
"60","60.03","10"
"60","60.03","41"
"60","60.04","2"
"60","60.04","10"
"60","60.04","41"
"60","60.04","43"
"60","60.05","2"
"60","60.05","5"
"60","60.05","10"
"60","60.05","41"
"60","60.05","43"
"60","60.06","2"
"60","60.06","5"
"60","60.06","41"
"60","60.06","43"
"60","60.06","44"
"60","60.07","2"
"60","60.07","5"
"60","60.07","8"
"60","60.07","41"
"60","60.08","2"
"60","60.08","5"
"60","60.08","8"
"60","60.08","10"
"60","60.08","41"
"60","60.08","43"
"60","60.09","2"
"60","60.09","3"
"60","60.09","5"
"60","60.09","8"
"60","60.09","10"
"60","60.09","41"
"60","60.10","2"
"60","60.10","5"
"60","60.10","8"
"60","60.10","10"
"60","60.10","41"
"60","60.10","43"
"60","60.11","2"
"60","60.11","5"
"60","60.11","6"
"60","60.11","8"
"60","60.11","10"
"60","60.11","41"
"60","60.12","2"
"60","60.12","5"
"60","60.12","41"
"60","60.13","2"
"60","60.13","5"
"60","60.13","10"
"60","60.13","41"
"60","60.14","2"
"60","60.14","5"
"60","60.14","41"
"60","60.15","2"
"60","60.15","3"
"60","60.15","5"
"60","60.15","8"
"60","60.15","41"
"60","60.16","2"
"60","60.16","5"
"60","60.16","10"
"60","60.16","41"
"60","60.17","2"
"60","60.17","3"
"60","60.17","5"
"60","60.17","8"
"60","60.17","10"
"60","60.17","41"
"60","60.18","2"
"60","60.18","5"
"60","60.18","8"
"60","60.18","10"
"60","60.18","41"
"60","60.18","43"
"60","60.19","2"
"60","60.19","5"
"60","60.19","8"
"60","60.19","10"
"60","60.19","41"
"60","60.20","5"
"60","60.20","41"
"60","60.20","43"
"60","60.21","2"
"60","60.21","5"
"60","60.21","8"
"60","60.21","10"
"60","60.21","41"
"60","60.21","43"
"60","60.22","2"
"60","60.22","5"
"60","60.22","41"
"60","60.23","2"
"60","60.23","5"
"60","60.23","41"
"60","60.24","2"
"60","60.24","3"
"60","60.24","5"
"60","60.24","8"
"60","60.24","41"
"60","60.25","2"
"60","60.25","5"
"60","60.25","8"
"60","60.25","10"
"60","60.25","41"
"60","60.26","2"
"60","60.26","5"
"60","60.26","8"
"60","60.26","10"
"60","60.26","41"
"60","60.27","5"
"60","60.27","8"
"60","60.27","10"
"60","60.27","41"
"60","60.28","2"
"60","60.28","5"
"60","60.28","8"
"60","60.28","41"
"60","60.29","2"
"60","60.29","41"
"61","61.01.01","2"
"61","61.01.01","3"
"61","61.01.01","5"
"61","61.01.01","8"
"61","61.01.01","41"
"61","61.01.01","42"
"61","61.01.02","2"
"61","61.01.02","5"
"61","61.01.02","41"
"61","61.02","2"
"61","61.02","5"
"61","61.02","41"
"61","61.03","2"
"61","61.03","5"
"61","61.03","41"
"61","61.04","8"
"61","61.04","41"
"61","61.04","42"
"61","61.04","43"
"61","61.04","44"
"61","61.05","2"
"61","61.05","5"
"61","61.05","8"
"61","61.05","41"
"61","61.06","2"
"61","61.06","3"
"61","61.06","41"
"61","61.06","42"
"61","61.07","41"
"61","61.07","42"
"61","61.07","43"
"61","61.08","2"
"61","61.08","41"
"61","61.09","2"
"61","61.09","8"
"61","61.09","41"
"61","61.10","2"
"61","61.10","5"
"61","61.10","8"
"61","61.10","41"
"61","61.11","2"
"61","61.11","5"
"61","61.11","39"
"61","61.11","41"
"61","61.11","42"
"61","61.12","2"
"61","61.12","5"
"61","61.12","8"
"61","61.12","41"
"61","61.13","2"
"61","61.13","5"
"61","61.13","8"
"61","61.13","41"
"61","61.14","2"
"61","61.14","5"
"61","61.14","8"
"61","61.14","41"
"61","61.15","2"
"61","61.15","3"
"61","61.15","5"
"61","61.15","8"
"61","61.15","41"
"61","61.16","3"
"61","61.16","41"
"61","61.16","42"
"62","62.01","2"
"62","62.01","5"
"62","62.01","8"
"62","62.01","41"
"62","62.02","2"
"62","62.02","8"
"62","62.02","41"
"62","62.03","2"
"62","62.03","41"
"62","62.04","5"
"62","62.04","8"
"62","62.04","41"
"62","62.05","2"
"62","62.05","3"
"62","62.05","41"
"62","62.06","2"
"62","62.06","8"
"62","62.06","41"
"62","62.07","2"
"62","62.07","5"
"62","62.07","8"
"62","62.07","41"
"62","62.08","2"
"62","62.08","5"
"62","62.08","8"
"62","62.08","41"
"62","62.09","2"
"62","62.09","5"
"62","62.09","8"
"62","62.09","41"
"62","62.10","2"
"62","62.10","8"
"62","62.10","41"
"62","62.10","42"
"62","62.11","2"
"62","62.11","5"
"62","62.11","8"
"62","62.11","41"
"62","62.12","2"
"62","62.12","5"
"62","62.12","8"
"62","62.12","41"
"62","62.13","2"
"62","62.13","41"
"62","62.13","42"
"62","62.14","2"
"62","62.14","5"
"62","62.14","8"
"62","62.14","41"
"62","62.15","2"
"62","62.15","3"
"62","62.15","5"
"62","62.15","8"
"62","62.15","41"
"62","62.16","2"
"62","62.16","5"
"62","62.16","8"
"62","62.16","41"
"62","62.17","2"
"62","62.17","8"
"62","62.17","41"
"62","62.18","2"
"62","62.18","5"
"62","62.18","8"
"62","62.18","41"
"62","62.19","2"
"62","62.19","5"
"62","62.19","8"
"62","62.19","10"
"62","62.19","41"
"62","62.20","41"
"62","62.20","42"
"62","62.21","2"
"62","62.21","8"
"62","62.21","41"
"62","62.22","41"
"62","62.22","42"
"62","62.22","43"
"62","62.23","2"
"62","62.23","3"
"62","62.23","8"
"62","62.23","41"
"63","63.01.01","2"
"63","63.01.01","8"
"63","63.01.01","41"
"63","63.01.02","2"
"63","63.01.02","5"
"63","63.01.02","41"
"63","63.01.02","42"
"63","63.02","2"
"63","63.02","41"
"63","63.03","2"
"63","63.03","3"
"63","63.03","5"
"63","63.03","41"
"63","63.04","2"
"63","63.04","5"
"63","63.04","41"
"63","63.04","42"
"63","63.05","2"
"63","63.05","3"
"63","63.05","5"
"63","63.05","8"
"63","63.05","41"
"63","63.06","2"
"63","63.06","5"
"63","63.06","41"
"63","63.06","42"
"63","63.07","2"
"63","63.07","41"
"63","63.08","2"
"63","63.08","5"
"63","63.08","41"
"63","63.09","27"
"63","63.09","41"
"63","63.09","42"
"63","63.10","2"
"63","63.10","5"
"63","63.10","41"
"63","63.11","2"
"63","63.11","5"
"63","63.11","41"
"63","63.12","2"
"63","63.12","3"
"63","63.12","5"
"63","63.12","8"
"63","63.12","41"
"63","63.13","2"
"63","63.13","5"
"63","63.13","41"
"63","63.13","42"
"63","63.14","2"
"63","63.14","41"
"63","63.14","42"
"63","63.15","2"
"63","63.15","41"
"63","63.15","42"
"63","63.16","2"
"63","63.16","5"
"63","63.16","8"
"63","63.16","41"
"64","64.01.01","2"
"64","64.01.01","5"
"64","64.01.01","8"
"64","64.01.01","10"
"64","64.01.01","20"
"64","64.01.01","41"
"64","64.01.02","2"
"64","64.01.02","3"
"64","64.01.02","5"
"64","64.01.02","8"
"64","64.01.02","10"
"64","64.01.02","20"
"64","64.01.02","41"
"64","64.01.03","2"
"64","64.01.03","3"
"64","64.01.03","5"
"64","64.01.03","10"
"64","64.01.03","20"
"64","64.01.03","41"
"64","64.01.04","2"
"64","64.01.04","3"
"64","64.01.04","5"
"64","64.01.04","10"
"64","64.01.04","20"
"64","64.01.04","41"
"64","64.02","2"
"64","64.02","5"
"64","64.02","20"
"64","64.02","41"
"64","64.03","2"
"64","64.03","5"
"64","64.03","20"
"64","64.03","41"
"64","64.04","2"
"64","64.04","5"
"64","64.04","20"
"64","64.04","41"
"64","64.05","5"
"64","64.05","10"
"64","64.05","41"
"64","64.06","2"
"64","64.06","20"
"64","64.06","41"
"64","64.07","2"
"64","64.07","5"
"64","64.07","20"
"64","64.07","41"
"64","64.08","2"
"64","64.08","3"
"64","64.08","5"
"64","64.08","41"
"64","64.09","2"
"64","64.09","5"
"64","64.09","20"
"64","64.09","41"
"64","64.10","2"
"64","64.10","5"
"64","64.10","20"
"64","64.10","41"
"64","64.11","2"
"64","64.11","5"
"64","64.11","20"
"64","64.11","41"
"64","64.12","2"
"64","64.12","5"
"64","64.12","20"
"64","64.12","41"
"64","64.13","2"
"64","64.13","5"
"64","64.13","10"
"64","64.13","20"
"64","64.13","41"
"64","64.14","2"
"64","64.14","3"
"64","64.14","5"
"64","64.14","20"
"64","64.14","41"
"64","64.15","2"
"64","64.15","3"
"64","64.15","5"
"64","64.15","8"
"64","64.15","20"
"64","64.15","41"
"65","65.01.01","2"
"65","65.01.01","5"
"65","65.01.01","8"
"65","65.01.01","31"
"65","65.01.01","41"
"65","65.01.02","2"
"65","65.01.02","5"
"65","65.01.02","41"
"65","65.02","2"
"65","65.02","5"
"65","65.02","41"
"65","65.03","2"
"65","65.03","5"
"65","65.03","41"
"65","65.04","2"
"65","65.04","5"
"65","65.04","10"
"65","65.04","31"
"65","65.04","41"
"65","65.04","42"
"65","65.05","2"
"65","65.05","5"
"65","65.05","31"
"65","65.05","41"
"65","65.06","2"
"65","65.06","5"
"65","65.06","8"
"65","65.06","10"
"65","65.06","41"
"65","65.07","2"
"65","65.07","8"
"65","65.07","31"
"65","65.07","41"
"65","65.08","2"
"65","65.08","3"
"65","65.08","5"
"65","65.08","31"
"65","65.08","41"
"65","65.08","42"
"65","65.09","2"
"65","65.09","31"
"65","65.09","41"
"65","65.10","2"
"65","65.10","41"
"65","65.11","2"
"65","65.11","5"
"65","65.11","31"
"65","65.11","41"
"65","65.12","2"
"65","65.12","5"
"65","65.12","41"
"65","65.13","2"
"65","65.13","5"
"65","65.13","41"
"65","65.14","2"
"65","65.14","31"
"65","65.14","41"
"65","65.14","42"
"65","65.15","2"
"65","65.15","5"
"65","65.15","41"
"65","65.16","2"
"65","65.16","5"
"65","65.16","31"
"65","65.16","41"
"65","65.17","5"
"65","65.17","41"
"65","65.18","5"
"65","65.18","41"
"65","65.18","42"
"65","65.19","31"
"65","65.19","41"
"65","65.19","42"
"65","65.20","2"
"65","65.20","5"
"65","65.20","41"
"65","65.21","2"
"65","65.21","5"
"65","65.21","8"
"65","65.21","41"
"66","66.01.01","2"
"66","66.01.01","5"
"66","66.01.01","41"
"66","66.01.02","2"
"66","66.01.02","5"
"66","66.01.02","9"
"66","66.01.02","20"
"66","66.01.02","41"
"66","66.02","2"
"66","66.02","5"
"66","66.02","41"
"66","66.03","2"
"66","66.03","5"
"66","66.03","8"
"66","66.03","9"
"66","66.03","10"
"66","66.03","41"
"66","66.04","2"
"66","66.04","5"
"66","66.04","41"
"66","66.05","2"
"66","66.05","5"
"66","66.05","41"
"66","66.06","2"
"66","66.06","3"
"66","66.06","5"
"66","66.06","8"
"66","66.06","20"
"66","66.06","41"
"66","66.07","2"
"66","66.07","5"
"66","66.07","41"
"66","66.08","2"
"66","66.08","5"
"66","66.08","41"
"66","66.09","2"
"66","66.09","5"
"66","66.09","20"
"66","66.09","41"
"66","66.09","42"
"66","66.10","2"
"66","66.10","5"
"66","66.10","41"
"66","66.11","2"
"66","66.11","5"
"66","66.11","8"
"66","66.11","41"
"66","66.12","2"
"66","66.12","5"
"66","66.12","41"
"66","66.13","2"
"66","66.13","5"
"66","66.13","41"
"66","66.14","2"
"66","66.14","5"
"66","66.14","41"
"66","66.15","2"
"66","66.15","5"
"66","66.15","41"
"66","66.16","2"
"66","66.16","5"
"66","66.16","8"
"66","66.16","41"
"66","66.17","2"
"66","66.17","41"
"66","66.17","42"
"66","66.18","2"
"66","66.18","5"
"66","66.18","39"
"66","66.18","41"
"66","66.19","2"
"66","66.19","5"
"66","66.19","41"
"66","66.20","2"
"66","66.20","3"
"66","66.20","5"
"66","66.20","8"
"66","66.20","20"
"66","66.20","41"
"66","66.21","2"
"66","66.21","5"
"66","66.21","20"
"66","66.21","41"
"66","66.21","42"
"67","67.01.01","2"
"67","67.01.01","5"
"67","67.01.01","20"
"67","67.01.01","28"
"67","67.01.01","41"
"67","67.01.01","43"
"67","67.01.02","2"
"67","67.01.02","5"
"67","67.01.02","41"
"67","67.01.03","2"
"67","67.01.03","5"
"67","67.01.03","41"
"67","67.01.04","2"
"67","67.01.04","5"
"67","67.01.04","41"
"67","67.01.05","2"
"67","67.01.05","5"
"67","67.01.05","10"
"67","67.01.05","41"
"67","67.02","2"
"67","67.02","3"
"67","67.02","5"
"67","67.02","8"
"67","67.02","41"
"67","67.03","2"
"67","67.03","5"
"67","67.03","41"
"67","67.04","2"
"67","67.04","5"
"67","67.04","41"
"67","67.05","2"
"67","67.05","3"
"67","67.05","5"
"67","67.05","41"
"67","67.06","2"
"67","67.06","5"
"67","67.06","41"
"67","67.07","2"
"67","67.07","5"
"67","67.07","41"
"67","67.08","2"
"67","67.08","5"
"67","67.08","10"
"67","67.08","41"
"67","67.09","2"
"67","67.09","3"
"67","67.09","5"
"67","67.09","41"
"67","67.10","2"
"67","67.10","3"
"67","67.10","5"
"67","67.10","41"
"67","67.11","2"
"67","67.11","3"
"67","67.11","5"
"67","67.11","41"
"67","67.12","2"
"67","67.12","5"
"67","67.12","8"
"67","67.12","41"
"67","67.13","2"
"67","67.13","3"
"67","67.13","5"
"67","67.13","41"
"67","67.14","2"
"67","67.14","3"
"67","67.14","5"
"67","67.14","41"
"67","67.15","2"
"67","67.15","5"
"67","67.15","20"
"67","67.15","41"
"67","67.15","43"
"67","67.16","2"
"67","67.16","5"
"67","67.16","8"
"67","67.16","28"
"67","67.16","41"
"67","67.17","2"
"67","67.17","3"
"67","67.17","5"
"67","67.17","41"
"67","67.18","2"
"67","67.18","5"
"67","67.18","41"
"67","67.19","2"
"67","67.19","5"
"67","67.19","41"
"67","67.20","2"
"67","67.20","3"
"67","67.20","5"
"67","67.20","41"
"67","67.21","2"
"67","67.21","5"
"67","67.21","41"
"67","67.22","2"
"67","67.22","5"
"67","67.22","41"
"67","67.23","2"
"67","67.23","5"
"67","67.23","41"
"67","67.24","2"
"67","67.24","3"
"67","67.24","5"
"67","67.24","41"
"67","67.25","2"
"67","67.25","3"
"67","67.25","5"
"67","67.25","41"
"67","67.26","2"
"67","67.26","5"
"67","67.26","41"
"67","67.27","2"
"67","67.27","3"
"67","67.27","5"
"67","67.27","41"
"67","67.28","2"
"67","67.28","5"
"67","67.28","41"
"67","67.28","43"
"67","67.29","2"
"67","67.29","5"
"67","67.29","41"
"67","67.30","2"
"67","67.30","5"
"67","67.30","41"
"67","67.31","2"
"67","67.31","5"
"67","67.31","41"
"68","68.01.01","2"
"68","68.01.01","5"
"68","68.01.01","41"
"68","68.01.02","2"
"68","68.01.02","3"
"68","68.01.02","5"
"68","68.01.02","10"
"68","68.01.02","41"
"68","68.02","2"
"68","68.02","41"
"68","68.03","2"
"68","68.03","5"
"68","68.03","41"
"68","68.04","2"
"68","68.04","5"
"68","68.04","41"
"68","68.05","2"
"68","68.05","41"
"68","68.06","2"
"68","68.06","3"
"68","68.06","5"
"68","68.06","41"
"68","68.07","2"
"68","68.07","5"
"68","68.07","41"
"68","68.08","2"
"68","68.08","5"
"68","68.08","41"
"68","68.09","2"
"68","68.09","5"
"68","68.09","41"
"68","68.10","2"
"68","68.10","5"
"68","68.10","41"
"68","68.11","2"
"68","68.11","5"
"68","68.11","41"
"68","68.12","2"
"68","68.12","5"
"68","68.12","41"
"68","68.12","42"
"68","68.13","2"
"68","68.13","5"
"68","68.13","41"
"68","68.14","2"
"68","68.14","5"
"68","68.14","41"
"69","69.01","2"
"69","69.01","5"
"69","69.01","20"
"69","69.01","41"
"69","69.02","2"
"69","69.02","20"
"69","69.02","41"
"69","69.03","2"
"69","69.03","20"
"69","69.03","41"
"69","69.04","2"
"69","69.04","5"
"69","69.04","41"
"69","69.05","2"
"69","69.05","5"
"69","69.05","41"
"69","69.06","2"
"69","69.06","3"
"69","69.06","5"
"69","69.06","41"
"69","69.07","2"
"69","69.07","5"
"69","69.07","20"
"69","69.07","41"
"69","69.08","2"
"69","69.08","3"
"69","69.08","5"
"69","69.08","8"
"69","69.08","41"
"69","69.09","2"
"69","69.09","41"
"69","69.10","2"
"69","69.10","5"
"69","69.10","41"
"69","69.11","2"
"69","69.11","5"
"69","69.11","20"
"69","69.11","41"
"69","69.12","2"
"69","69.12","5"
"69","69.12","20"
"69","69.12","41"
"69","69.13","2"
"69","69.13","5"
"69","69.13","20"
"69","69.13","41"
"70","70.01","2"
"70","70.01","3"
"70","70.01","5"
"70","70.01","8"
"70","70.01","20"
"70","70.01","41"
"70","70.02","2"
"70","70.02","5"
"70","70.02","8"
"70","70.02","20"
"70","70.02","41"
"70","70.03","2"
"70","70.03","3"
"70","70.03","5"
"70","70.03","8"
"70","70.03","20"
"70","70.03","41"
"70","70.04","2"
"70","70.04","3"
"70","70.04","5"
"70","70.04","8"
"70","70.04","41"
"70","70.05","2"
"70","70.05","3"
"70","70.05","5"
"70","70.05","20"
"70","70.05","41"
"70","70.06","2"
"70","70.06","3"
"70","70.06","5"
"70","70.06","8"
"70","70.06","41"
"70","70.07","2"
"70","70.07","3"
"70","70.07","5"
"70","70.07","41"
"70","70.08","2"
"70","70.08","5"
"70","70.08","8"
"70","70.08","20"
"70","70.08","41"
"70","70.09","2"
"70","70.09","5"
"70","70.09","20"
"70","70.09","41"
"70","70.09","42"
"70","70.10","2"
"70","70.10","3"
"70","70.10","5"
"70","70.10","8"
"70","70.10","20"
"70","70.10","41"
"79","79.01","2"
"79","79.01","3"
"79","79.01","5"
"79","79.01","8"
"79","79.01","41"
"79","79.02","2"
"79","79.02","5"
"79","79.02","8"
"79","79.02","41"
"79","79.03","2"
"79","79.03","3"
"79","79.03","5"
"79","79.03","8"
"79","79.03","41"
"79","79.04","2"
"79","79.04","3"
"79","79.04","5"
"79","79.04","8"
"79","79.04","41"
"79","79.05","2"
"79","79.05","5"
"79","79.05","8"
"79","79.05","41"
"79","79.06","2"
"79","79.06","5"
"79","79.06","8"
"79","79.06","41"
"79","79.07","2"
"79","79.07","5"
"79","79.07","8"
"79","79.07","41"
"79","79.07","42"
"79","79.08","2"
"79","79.08","3"
"79","79.08","5"
"79","79.08","8"
"79","79.08","41"
"79","79.09","2"
"79","79.09","3"
"79","79.09","5"
"79","79.09","8"
"79","79.09","41"
"79","79.09","42"
"79","79.10","2"
"79","79.10","5"
"79","79.10","8"
"79","79.10","41"
"79","79.10","42"
"80","80.01","2"
"80","80.01","3"
"80","80.01","5"
"80","80.01","8"
"80","80.01","41"
"80","80.01","42"
"80","80.02","2"
