"id","election_id","district_id","precinct_id","user_id","possible_voters","special_voters","votes_by_1200","votes_by_1700","ballots_signed_for","ballots_available","invalid_ballots_submitted","party_1","party_2","party_3","party_4","party_5","party_6","party_7","party_8","party_9","party_10","party_11","party_12","party_13","party_14","party_15","party_16","party_17","party_18","party_19","party_20","party_21","party_22","party_41","created_at","updated_at","is_valid","is_extra"
"91","1","3","2","22","1358","7","230","701","826","1250","13","1","2","0","8","155","0","1","0","27","4","16","0","0","84","2","2","1","0","0","0","0","1","509","2013-10-27 21:46:15","2013-10-27 21:46:15","NULL","1"
"92","1","3","27","19","1386","10","235","650","795","1300","21","0","1","1","2","140","0","0","0","21","1","2","0","0","66","4","2","0","0","1","0","0","1","532","2013-10-27 21:46:18","2013-10-27 21:46:18","NULL","1"
"93","1","1","11","36","1601","7","222","668","826","1450","9","1","0","0","10","170","0","3","0","27","4","8","1","0","93","0","0","0","0","0","1","0","0","499","2013-10-27 21:46:27","2013-10-27 21:46:27","0","0"
"94","1","2","44","38","1291","11","191","595","752","1200","27","0","0","2","6","132","0","0","0","19","7","3","1","0","73","1","5","0","0","0","0","0","2","474","2013-10-27 21:46:30","2013-10-30 06:50:22","1","0"
"95","1","2","12","32","1319","8","202","651","810","1250","19","2","0","2","7","123","7","1","0","10","2","4","0","0","70","1","3","0","0","1","0","1","3","554","2013-10-27 21:46:39","2013-10-27 21:47:19","1","0"
"96","1","2","53","37","1475","5","211","543","689","1400","8","0","0","1","7","115","0","1","0","34","8","5","1","1","106","1","0","0","1","0","0","0","0","400","2013-10-27 21:46:45","2013-10-27 21:48:00","0","0"
"97","1","2","56","38","1604","9","217","651","804","1500","29","0","0","0","5","162","2","3","0","21","11","3","1","0","73","2","2","1","0","0","1","0","1","487","2013-10-27 21:47:17","2013-10-27 21:47:17","1","0"
"98","1","2","41","28","811","9","145","400","473","750","10","0","0","3","4","98","2","1","0","10","3","4","0","0","60","1","0","0","0","0","0","1","0","276","2013-10-27 21:47:17","2013-10-27 21:48:36","1","0"
"99","1","2","37","26","1394","22","302","722","870","1400","159","1","0","1","7","149","3","2","0","19","5","1","3","0","45","5","0","1","0","0","1","0","0","468","2013-10-27 21:47:17","2013-10-27 21:47:38","1","0"
"100","1","2","12","21","1319","8","202","651","810","1250","19","2","0","2","7","123","7","1","0","10","2","4","0","0","70","1","3","0","0","1","0","1","3","554","2013-10-27 21:47:19","2013-10-27 21:47:19","1","0"
"101","1","2","56","2","1604","9","217","651","804","1500","29","0","0","0","5","162","2","3","0","21","11","3","1","0","73","2","2","1","0","0","1","0","1","487","2013-10-27 21:47:22","2013-10-27 21:47:22","NULL","1"
"102","1","2","37","25","1394","22","302","722","870","1400","159","1","0","1","7","149","3","2","0","19","5","1","3","0","45","5","0","1","0","0","1","0","0","468","2013-10-27 21:47:38","2013-10-27 21:47:38","1","0"
"103","1","2","12","24","1319","8","202","651","810","1250","19","2","0","2","7","123","7","1","0","10","2","4","0","0","70","1","3","0","0","1","0","1","3","554","2013-10-27 21:47:38","2013-10-27 21:47:38","NULL","1"
"104","1","2","56","18","1604","9","217","651","804","1500","29","0","0","0","5","162","2","3","0","21","11","3","1","0","73","2","2","1","0","0","1","0","1","487","2013-10-27 21:47:40","2013-10-27 21:47:40","NULL","1"
"105","1","2","44","29","1291","11","191","595","752","1200","27","0","0","2","6","132","0","0","0","19","7","3","1","0","73","1","5","0","0","0","0","0","2","474","2013-10-27 21:47:44","2013-10-30 06:50:22","1","0"
"106","1","2","56","30","1604","9","217","651","804","1500","29","0","0","0","5","162","2","3","0","21","11","3","1","0","73","2","2","1","0","0","1","0","1","487","2013-10-27 21:47:44","2013-10-27 21:47:44","NULL","1"
"107","1","2","56","22","1604","9","217","651","804","1500","29","0","0","0","5","162","2","0","0","21","11","3","1","0","73","2","2","1","0","0","1","0","1","487","2013-10-27 21:47:57","2013-10-27 21:47:57","NULL","1"
"108","1","2","53","38","1475","5","211","543","689","1400","8","0","0","1","7","115","0","1","0","34","8","5","1","1","106","1","0","0","0","0","0","0","0","400","2013-10-27 21:48:00","2013-10-27 21:48:00","0","0"
"109","1","2","56","31","1604","9","217","651","804","1500","29","0","0","0","5","162","2","3","0","21","11","3","1","0","73","2","2","1","0","0","1","0","1","487","2013-10-27 21:48:02","2013-10-27 21:48:02","NULL","1"
"110","1","1","1","20","1453","11","233","640","764","1350","22","1","0","0","9","169","1","2","0","22","5","0","0","0","86","1","0","0","0","1","0","1","0","444","2013-10-27 21:48:09","2013-10-27 21:50:18","1","0"
"111","1","2","44","32","1291","11","191","595","752","1200","27","0","0","2","6","132","0","0","0","19","7","3","1","0","73","1","5","0","0","0","0","0","2","474","2013-10-27 21:48:24","2013-10-30 06:50:22","1","0"
"112","1","2","44","23","1291","11","191","595","752","1200","27","0","0","2","6","132","0","0","0","19","7","3","1","0","73","1","5","0","0","0","0","0","2","474","2013-10-27 21:48:30","2013-10-30 06:50:22","1","0"
"113","1","2","56","36","1604","9","217","651","804","1500","29","0","0","0","5","162","2","3","0","21","11","3","1","0","73","2","2","1","0","0","1","0","1","477","2013-10-27 21:48:32","2013-10-27 21:48:32","NULL","1"
"114","1","2","56","19","1604","9","217","651","804","1500","29","0","0","0","5","162","2","3","0","21","11","3","1","0","73","2","2","1","0","0","1","0","1","487","2013-10-27 21:48:35","2013-10-27 21:48:35","NULL","1"
"115","1","2","41","26","811","9","145","400","473","750","10","0","0","3","4","98","2","1","0","10","3","4","0","0","60","1","0","0","0","0","0","1","0","276","2013-10-27 21:48:36","2013-10-27 21:48:36","1","0"
"116","1","2","37","2","1394","22","302","722","870","1400","159","1","0","1","7","149","3","2","0","19","5","1","3","0","45","5","0","1","0","0","1","0","0","468","2013-10-27 21:48:38","2013-10-27 21:48:38","NULL","1"
"117","1","2","56","27","1604","9","217","651","804","1500","29","0","0","0","5","162","2","3","0","21","11","3","1","0","73","2","2","1","0","0","1","0","1","487","2013-10-27 21:48:40","2013-10-27 21:48:40","NULL","1"
"118","1","2","56","35","1604","9","217","651","804","1500","29","0","0","0","5","162","2","3","0","21","11","3","1","0","73","2","2","1","0","0","0","0","1","487","2013-10-27 21:48:50","2013-10-27 21:48:50","NULL","1"
"119","1","2","41","38","811","9","145","400","473","750","10","0","0","3","4","98","2","1","0","10","3","4","0","0","60","1","0","0","0","0","0","1","0","276","2013-10-27 21:48:58","2013-10-27 21:48:58","NULL","1"
"120","1","2","53","21","1475","5","211","543","689","1400","8","0","0","1","7","115","0","1","0","34","8","5","1","1","106","1","0","0","1","0","0","0","0","400","2013-10-27 21:48:58","2013-10-27 21:49:52","1","0"
"121","1","2","41","30","811","9","145","400","473","750","10","0","0","3","4","98","2","1","0","10","3","4","0","0","60","1","0","0","0","0","0","1","0","276","2013-10-27 21:49:20","2013-10-27 21:49:20","NULL","1"
"122","1","2","41","32","811","9","145","400","473","750","10","0","0","3","4","98","2","1","0","10","3","4","0","0","60","1","0","0","0","0","0","1","0","276","2013-10-27 21:49:38","2013-10-27 21:49:38","NULL","1"
