region,district id,district name,უბანი,მომაგრებული უბანი,ერთიან სიაში ამომრჩეველთა რაოდენობა,სპეციალურ სიაში ამომრჩეველთა რაოდენობა,აქტივობა 12 საათი,აქტივობა 17 საათი,არჩევნებში მონაწილეთა რაოდენობა,num ballots,ბათილი ბიულეტენები,valid votes,logic check,logic check2,logic check,logic check2,logic check,logic check2,1,4,5,9,10,17,19,23,24,26,30,35,36,38,40,41,42
,10,,30,,1441,9,307,720,792,,23,,,,,,,,2,4,196,1,21,,,,3,,,,,11,,530,
,10,,31,,1457,12,396,782,849,,17,,,,,,,,1,2,185,3,18,,,,3,,,,,9,,605,
,10,,32,,1433,12,388,750,831,,0,,,,,,,,0,1,216,2,15,,,,4,,,,,13,,565,
,10,,33,,1415,9,374,755,848,,19,,,,,,,,2,0,303,1,17,,,,1,,,,,9,,492,
,10,,34,,1418,9,353,752,834,,39,,,,,,,,1,0,239,0,0,,,,0,,,,,6,,546,
,10,,35,,1349,9,232,633,723,,22,,,,,,,,0,1,214,1,24,,,,2,,,,,6,,452,
,10,,36,,1247,10,293,618,692,,20,,,,,,,,2,0,156,0,27,,,,1,,,,,9,,475,
,10,,37,,1423,11,353,739,829,,19,,,,,,,,2,0,212,0,17,,,,3,,,,,9,,563,
,10,,38,,1315,13,320,692,778,,17,,,,,,,,2,1,204,0,29,,,,5,,,,,6,,509,
,10,,39,,1577,11,451,934,1059,,35,,,,,,,,0,1,236,2,23,,,,3,,,,,20,,713,
,10,,40,,1604,13,427,813,923,,23,,,,,,,,1,1,275,0,29,,,,0,,,,,11,,577,
,10,,41,,1038,4,306,594,645,,10,,,,,,,,0,0,263,1,20,,,,2,,,,,3,,343,
,10,,42,,1379,7,338,650,730,,18,,,,,,,,3,1,173,2,22,,,,3,,,,,8,,496,
,10,,43,,1292,10,330,686,749,,19,,,,,,,,1,0,152,0,14,,,,3,,,,,9,,546,
,10,,44,,1242,9,321,640,734,,17,,,,,,,,0,1,212,1,17,,,,2,,,,,8,,471,
,10,,45,,1470,11,305,715,811,,26,,,,,,,,1,1,215,3,25,,,,1,,,,,13,,525,
,10,,46,,1421,9,359,720,811,,20,,,,,,,,2,0,211,0,34,,,,7,,,,,19,,517,
,10,,47,,1424,9,337,698,787,,26,,,,,,,,2,0,196,4,27,,,,2,,,,,12,,516,
,10,,48,,1460,10,385,763,877,,101,,,,,,,,1,2,218,1,22,,,,0,,,,,10,,520,
,10,,49,,1458,11,370,759,870,,24,,,,,,,,4,1,258,0,37,,,,2,,,,,6,,534,
,10,,50,,1449,11,383,765,873,,29,,,,,,,,2,1,240,0,28,,,,2,,,,,18,,550,
,10,,51,,1240,11,347,647,730,,19,,,,,,,,4,0,196,1,21,,,,4,,,,,8,,472,
,10,,52,,1230,8,318,675,736,,14,,,,,,,,2,2,161,2,23,,,,0,,,,,8,,518,
,10,,53,,1431,11,363,801,919,,22,,,,,,,,2,0,236,5,38,,,,0,,,,,15,,598,
,10,,54,115,1185,21,697,1160,1228,,31,,,,,,,,4,0,683,1,26,,,,4,,,,,3,,455,
,10,,55,,1444,11,371,703,791,,22,,,,,,,,1,1,203,0,26,,,,2,,,,,13,,521,
,10,,56,116,1426,1019,436,901,998,,28,,,,,,,,0,0,239,2,22,,,,1,,,,,10,,489,
,10,,57,,1338,12,372,667,750,,18,,,,,,,,5,0,215,1,24,,,,1,,,,,11,,471,
,10,,58,,1439,8,338,719,822,,23,,,,,,,,1,2,208,0,30,,,,3,,,,,13,,538,
,10,,59,,1356,10,295,698,770,,14,,,,,,,,0,0,209,0,23,,,,0,,,,,12,,508,
,10,,60,,1445,9,294,690,799,,23,,,,,,,,3,1,212,0,16,,,,5,,,,,14,,525,
,10,,61,,1511,0,263,654,812,,13,,,,,,,,0,0,228,2,24,,,,3,,,,,10,,532,
,10,,62,,1345,12,404,781,853,,40,,,,,,,,1,0,239,1,16,,,,2,,,,,14,,536,
,10,,63,,1366,12,380,717,813,,17,,,,,,,,1,1,211,0,22,,,,1,,,,,11,,545,
,10,,64,,1336,9,344,677,790,,13,,,,,,,,0,0,196,3,26,,,,1,,,,,3,,548,
,10,,65,,1321,10,354,677,776,,10,,,,,,,,0,1,187,0,21,,,,5,,,,,13,,534,
,10,,66,,1338,12,335,716,814,,15,,,,,,,,1,0,193,3,38,,,,1,,,,,13,,538,
,10,,67,,1365,10,354,737,854,,33,,,,,,,,3,1,200,0,19,,,,3,,,,,12,,576,
,10,,68,,1267,14,350,670,753,,21,,,,,,,,2,0,230,0,13,,,,3,,,,,8,,471,
,10,,69,,1438,13,368,734,821,,17,,,,,,,,2,0,206,0,22,,,,0,,,,,12,,561,
,10,,70,,1261,8,355,663,740,,10,,,,,,,,3,1,217,2,21,,,,2,,,,,10,,473,
,10,,71,,1328,9,350,705,785,,14,,,,,,,,0,1,231,2,15,,,,9,,,,,11,,502,
,10,,72,,1532,10,387,740,884,,32,,,,,,,,0,1,229,0,30,,,,0,,,,,11,,581,
,10,,73,,1450,13,340,726,848,,38,,,,,,,,2,0,224,1,23,,,,3,,,,,7,,548,
,10,,74,,1415,12,323,729,817,,22,,,,,,,,5,1,208,0,25,,,,4,,,,,10,,536,
,10,,75,,1283,13,347,743,848,,22,,,,,,,,1,1,207,0,19,,,,2,,,,,13,,581,
,10,,76,,1247,10,323,645,760,,22,,,,,,,,2,1,192,1,21,,,,1,,,,,9,,511,
,10,,77,,1107,12,315,613,685,,16,,,,,,,,4,2,180,1,22,,,,1,,,,,11,,448,
,10,,78,,988,9,287,514,582,,20,,,,,,,,0,0,148,0,17,,,,1,,,,,11,,383,
,10,,79,,1476,12,340,655,751,,16,,,,,,,,0,1,190,0,26,,,,2,,,,,12,,501,
,10,,80,,1393,10,316,670,762,,16,,,,,,,,0,1,228,1,28,,,,2,,,,,5,,478,
,10,,81,,1426,13,372,768,852,,42,,,,,,,,1,0,245,2,30,,,,5,,,,,15,,509,
,10,,82,,1451,13,359,745,827,,24,,,,,,,,1,1,229,1,25,,,,2,,,,,8,,532,
,10,,83,,1480,13,403,719,794,,10,,,,,,,,2,0,167,1,31,,,,4,,,,,7,,569,
,10,,84,,1272,8,360,674,730,,15,,,,,,,,2,2,218,2,16,,,,0,,,,,7,,463,
,10,,85,,1130,13,262,547,607,,21,,,,,,,,1,1,174,0,25,,,,1,,,,,7,,376,
,10,,86,,1515,8,331,744,889,,17,,,,,,,,3,3,197,2,28,,,,2,,,,,10,,627,
,10,,87,,1415,11,402,844,924,,19,,,,,,,,2,2,149,1,20,,,,1,,,,,22,,705,
,10,,88,,1501,9,396,865,976,,18,,,,,,,,1,2,181,0,35,,,,1,,,,,6,,731,
,10,,89,,1447,9,335,733,832,,21,,,,,,,,3,4,209,1,18,,,,4,,,,,15,,554,
,10,,90,,1288,12,352,689,747,,12,,,,,,,,1,3,186,3,28,,,,3,,,,,5,,504,
,10,,91,,1387,8,343,793,891,,19,,,,,,,,2,0,221,0,24,,,,4,,,,,15,,604,
,10,,92,,1384,8,332,715,810,,21,,,,,,,,8,1,176,0,24,,,,3,,,,,7,,570,
,10,,93,,1367,12,299,693,834,,18,,,,,,,,1,0,201,1,18,,,,5,,,,,10,,576,
,10,,94,,1321,9,336,719,848,,21,,,,,,,,2,4,202,1,20,,,,12,,,,,15,,568,
,10,,95,,1450,10,408,800,900,,22,,,,,,,,4,1,163,2,33,,,,12,,,,,11,,652,
,10,,96,,1208,7,334,705,799,,18,,,,,,,,1,0,200,1,18,,,,23,,,,,6,,531,
,10,,97,,1517,8,394,799,884,,25,,,,,,,,4,1,225,1,18,,,,0,,,,,15,,591,
,10,,98,,1291,4,303,633,742,,19,,,,,,,,3,1,145,2,29,,,,0,,,,,9,,525,
,10,,99,,1228,8,354,738,832,,23,,,,,,,,3,2,173,3,21,,,,3,,,,,12,,582,
,10,,100,,1430,7,382,764,863,,21,,,,,,,,3,1,156,2,29,,,,6,,,,,13,,632,
,10,,101,,1217,8,302,694,800,,15,,,,,,,,1,3,171,1,17,,,,7,,,,,10,,573,
,10,,102,,1394,9,374,703,825,,18,,,,,,,,0,1,187,1,30,,,,3,,,,,11,,570,
,10,,103,,1231,5,339,662,731,,24,,,,,,,,1,0,174,0,14,,,,2,,,,,9,,507,
,10,,104,,1250,8,319,614,712,,18,,,,,,,,1,0,179,2,20,,,,4,,,,,7,,480,
,10,,105,,1306,9,374,704,770,,15,,,,,,,,3,2,181,0,19,,,,3,,,,,13,,530,
,10,,106,,1472,7,397,739,842,,22,,,,,,,,2,2,195,0,27,,,,1,,,,,15,,576,
,10,,107,,1426,13,70,193,252,,7,,,,,,,,1,0,49,0,3,,,,0,,,,,2,,187,
,10,,108,,1147,13,269,524,573,,15,,,,,,,,0,1,117,0,12,,,,1,,,,,10,,413,
,10,,109,,1174,11,345,643,704,,6,,,,,,,,1,0,208,0,28,,,,1,,,,,7,,447,
,10,,110,,1424,13,97,228,268,,2,,,,,,,,0,0,49,0,3,,,,0,,,,,3,,209,
,10,,111,,1227,13,71,173,218,,7,,,,,,,,1,0,28,0,3,,,,0,,,,,2,,174,
,10,,112,,892,10,271,507,559,,13,,,,,,,,0,1,164,0,31,,,,1,,,,,8,,339,
,10,,113,,1326,13,70,198,240,,9,,,,,,,,0,0,42,1,8,,,,1,,,,,4,,171,
,10,,114,,1372,13,84,217,268,,11,,,,,,,,0,0,57,0,0,,,,0,,,,,1,,195,
,11,,1,,726,10,193,449,510,,11,,,,,,,,7,,227,,2,,,,2,,,,,4,,256,
,11,,2,,1209,4,374,678,827,,10,,,,,,,,0,,331,,10,,,,19,,,,,3,,454,
,11,,3,,1137,6,312,639,775,,22,,,,,,,,1,,328,,5,,,,5,,,,,3,,400,
,11,,4,,848,10,197,471,559,,15,,,,,,,,2,,267,,6,,,,7,,,,,2,,260,
,11,,5,,694,12,203,388,477,,8,,,,,,,,4,,213,,2,,,,1,,,,,5,,242,
,11,,6,,1311,5,272,686,856,,25,,,,,,,,2,,301,,13,,,,6,,,,,7,,500,
,11,,7,,989,8,217,454,523,,15,,,,,,,,1,,195,,4,,,,1,,,,,6,,296,
,11,,8,,1204,5,271,658,801,,23,,,,,,,,4,,262,,6,,,,3,,,,,7,,496,
,11,,9,,1033,8,262,568,698,,9,,,,,,,,8,,289,,6,,,,10,,,,,5,,371,
,11,,10,,1023,8,281,587,641,,16,,,,,,,,2,,320,,10,,,,3,,,,,3,,287,
,11,,11,,886,1,220,384,466,,14,,,,,,,,3,,169,,6,,,,1,,,,,9,,264,
,11,,12,,271,2,88,165,183,,11,,,,,,,,0,,81,,2,,,,1,,,,,1,,87,
,11,,13,,360,8,150,261,284,,6,,,,,,,,0,,177,,5,,,,1,,,,,2,,89,
,11,,14,,1285,2,385,788,930,,34,,,,,,,,1,,245,,8,,,,7,,,,,11,,624,
,11,,15,,951,9,252,585,668,,26,,,,,,,,11,,171,,3,,,,11,,,,,4,,442,
,11,,16,,1349,5,315,814,985,,57,,,,,,,,0,,229,,15,,,,2,,,,,3,,660,
,11,,17,,553,1,178,351,413,,6,,,,,,,,1,,118,,9,,,,7,,,,,9,,262,
,11,,18,,814,3,260,515,583,,15,,,,,,,,5,,202,,1,,,,5,,,,,6,,349,
,11,,19,,906,2,257,628,679,,15,,,,,,,,0,,238,,3,,,,5,,,,,0,,418,
,11,,20,,1201,7,338,690,858,,17,,,,,,,,4,,340,,6,,,,5,,,,,10,,476,
,11,,21,,810,4,278,490,587,,10,,,,,,,,2,,251,,0,,,,1,,,,,15,,308,
,11,,22,,95,13,35,54,62,,1,,,,,,,,0,,42,,1,,,,0,,,,,1,,17,
,11,,23,,85,4,41,68,69,,1,,,,,,,,0,,26,,5,,,,0,,,,,1,,35,
,11,,24,,855,3,286,550,619,,13,,,,,,,,0,,234,,5,,,,2,,,,,3,,362,
,11,,25,,895,3,291,493,536,,10,,,,,,,,0,,135,,14,,,,2,,,,,7,,364,
,11,,26,,1081,1,337,601,745,,20,,,,,,,,0,,133,,8,,,,2,,,,,8,,573,
,11,,27,,524,7,242,277,331,,9,,,,,,,,0,,96,,9,,,,0,,,,,4,,213,
,11,,28,,774,3,261,506,583,,10,,,,,,,,1,,147,,2,,,,10,,,,,2,,411,
,11,,29,,784,2,300,560,602,,36,,,,,,,,1,,269,,11,,,,4,,,,,3,,278,
,11,,30,,1321,5,410,787,957,,11,,,,,,,,0,,265,,13,,,,0,,,,,12,,655,
,11,,31,,1304,5,380,779,905,,27,,,,,,,,2,,189,,9,,,,0,,,,,8,,668,
,11,,32,,331,4,154,248,273,,6,,,,,,,,0,,94,,4,,,,4,,,,,1,,163,
,11,,33,,977,5,353,617,700,,9,,,,,,,,0,,247,,11,,,,0,,,,,3,,430,
,11,,34,,1245,3,315,716,862,,30,,,,,,,,3,,308,,36,,,,0,,,,,6,,478,
,11,,35,,499,2,190,312,378,,5,,,,,,,,0,,197,,9,,,,2,,,,,2,,162,
,11,,36,,397,0,179,292,324,,4,,,,,,,,0,,207,,3,,,,1,,,,,1,,108,
,11,,37,,565,41,232,373,399,,8,,,,,,,,0,,54,,6,,,,0,,,,,2,,296,
,11,,38,,1255,5,192,255,298,,43,,,,,,,,0,,219,,1,,,,0,,,,,1,,34,
,11,,39,,981,9,170,278,309,,25,,,,,,,,1,,224,,0,,,,0,,,,,0,,59,
,11,,40,,829,9,133,216,241,,32,,,,,,,,2,,171,,2,,,,1,,,,,0,,33,
,11,,41,,904,9,125,202,226,,13,,,,,,,,3,,181,,0,,,,0,,,,,1,,28,
,11,,42,,1366,5,142,239,258,,24,,,,,,,,1,,147,,19,,,,0,,,,,1,,66,
,11,,43,,1273,12,114,169,182,,29,,,,,,,,2,,121,,5,,,,0,,,,,1,,24,
,11,,44,,1615,8,117,286,303,,16,,,,,,,,3,,230,,3,,,,1,,,,,1,,49,
,11,,45,,1611,8,175,289,317,,34,,,,,,,,1,,245,,2,,,,1,,,,,0,,34,
,11,,46,,1453,9,117,213,231,,17,,,,,,,,0,,172,,5,,,,1,,,,,0,,35,
,11,,47,,1313,9,280,478,539,,69,,,,,,,,0,,439,,3,,,,0,,,,,2,,26,
,11,,48,,1269,10,85,191,207,,0,,,,,,,,0,,161,,2,,,,0,,,,,1,,29,
,11,,49,,613,6,87,182,195,,6,,,,,,,,0,,168,,7,,,,0,,,,,1,,13,
,12,,1,,1299,22,287,720,807,,18,,,,,,,,2,,372,,31,,,,10,,,,,10,,363,
,12,,2,,1275,5,295,658,769,,52,,,,,,,,1,,384,,42,,,,7,,,,,11,,272,
,12,,3,,1139,7,271,577,704,,19,,,,,,,,1,,316,,24,,,,7,,,,,12,,324,
,12,,4,,1470,7,339,746,896,,17,,,,,,,,2,,438,,30,,,,4,,,,,10,,394,
,12,,5,,1251,8,300,601,743,,20,,,,,,,,1,,366,,18,,,,11,,,,,11,,315,
,12,,6,,1357,6,457,843,981,,32,,,,,,,,1,,358,,28,,,,7,,,,,8,,543,
,12,,7,,1051,7,247,621,759,,16,,,,,,,,2,,313,,12,,,,2,,,,,12,,401,
,12,,8,,1022,5,347,665,766,,16,,,,,,,,1,,354,,23,,,,3,,,,,10,,359,
,12,,9,,1299,4,376,808,928,,26,,,,,,,,0,,291,,15,,,,2,,,,,7,,586,
,12,,10,,1540,2,370,816,1003,,26,,,,,,,,1,,382,,20,,,,3,,,,,12,,552,
,12,,11,,1574,10,299,756,1012,,26,,,,,,,,1,,320,,35,,,,6,,,,,8,,612,
,12,,12,,921,1,299,577,694,,17,,,,,,,,0,,298,,22,,,,11,,,,,4,,342,
,12,,13,,363,3,153,245,280,,2,,,,,,,,0,,190,,14,,,,2,,,,,0,,71,
,12,,14,,1523,8,333,845,1028,,21,,,,,,,,0,,492,,13,,,,0,,,,,11,,489,
,12,,15,,1453,5,363,712,895,,37,,,,,,,,1,,452,,14,,,,4,,,,,6,,378,
,12,,16,,1555,7,383,868,1063,,27,,,,,,,,3,,566,,16,,,,8,,,,,6,,435,
,12,,17,,1363,5,400,827,963,,29,,,,,,,,5,,557,,25,,,,0,,,,,26,,317,
,12,,18,,1117,7,282,639,766,,12,,,,,,,,11,,386,,9,,,,1,,,,,30,,315,
,12,,19,,1251,10,387,738,858,,17,,,,,,,,1,,476,,34,,,,3,,,,,15,,312,
,12,,20,,832,8,257,542,631,,20,,,,,,,,0,,347,,22,,,,6,,,,,10,,226,
,12,,21,,263,3,103,137,139,,1,,,,,,,,0,,67,,15,,,,7,,,,,2,,47,
,12,,22,,1389,3,308,679,832,,14,,,,,,,,1,,409,,38,,,,7,,,,,18,,344,
,12,,23,,1132,7,309,679,770,,23,,,,,,,,1,,430,,14,,,,10,,,,,12,,280,
,12,,24,,853,8,217,487,574,,11,,,,,,,,5,,289,,16,,,,4,,,,,18,,231,
,12,,25,,998,2,295,634,709,,26,,,,,,,,1,,344,,28,,,,1,,,,,10,,299,
,12,,26,,1511,4,365,800,960,,18,,,,,,,,5,,492,,24,,,,4,,,,,17,,394,
,12,,27,,1509,6,347,848,1002,,18,,,,,,,,2,,631,,23,,,,4,,,,,8,,316,
,12,,28,,1042,4,201,606,793,,23,,,,,,,,1,,468,,14,,,,5,,,,,12,,267,
,12,,29,,1503,3,376,780,929,,29,,,,,,,,2,,421,,25,,,,5,,,,,13,,428,
,12,,30,,987,8,241,557,689,,25,,,,,,,,0,,418,,17,,,,1,,,,,17,,210,
,12,,31,,1308,10,294,698,795,,44,,,,,,,,1,,440,,14,,,,4,,,,,8,,284,
,12,,32,,1458,8,342,746,903,,32,,,,,,,,0,,482,,17,,,,3,,,,,12,,355,
,12,,33,,1424,7,329,738,947,,38,,,,,,,,2,,501,,30,,,,1,,,,,7,,363,
,12,,34,,827,4,246,564,641,,13,,,,,,,,1,,506,,7,,,,4,,,,,4,,104,
,12,,35,,1081,1,356,678,817,,20,,,,,,,,0,,550,,17,,,,6,,,,,6,,218,
,12,,36,,1319,4,382,694,852,,28,,,,,,,,0,,407,,20,,,,3,,,,,15,,377,
,12,,37,,804,6,219,455,556,,9,,,,,,,,1,,234,,24,,,,2,,,,,10,,274,
,12,,38,,663,3,251,420,471,,15,,,,,,,,1,,166,,16,,,,4,,,,,9,,260,
,12,,39,,1241,0,350,672,840,,25,,,,,,,,0,,339,,20,,,,3,,,,,13,,439,
,12,,40,,489,3,155,336,392,,12,,,,,,,,1,,199,,15,,,,1,,,,,1,,162,
,12,,41,,1189,3,304,704,849,,13,,,,,,,,3,,421,,7,,,,3,,,,,13,,389,
,12,,42,,416,2,141,265,293,,4,,,,,,,,1,,134,,9,,,,1,,,,,4,,140,
,12,,43,,1384,7,372,823,955,,30,,,,,,,,2,,538,,22,,,,5,,,,,15,,343,
,12,,44,,398,2,160,261,300,,7,,,,,,,,1,,188,,9,,,,3,,,,,3,,89,
,12,,45,,926,2,240,547,650,,10,,,,,,,,1,,307,,32,,,,17,,,,,7,,273,
,12,,46,,1013,12,278,585,717,,14,,,,,,,,1,,358,,16,,,,12,,,,,17,,298,
,12,,47,,1041,10,234,562,668,,10,,,,,,,,0,,301,,21,,,,9,,,,,15,,312,
,12,,48,,985,5,285,625,724,,21,,,,,,,,0,,318,,18,,,,2,,,,,14,,346,
,12,,49,,1171,8,300,706,771,,20,,,,,,,,0,,478,,31,,,,7,,,,,10,,225,
,12,,50,,296,12,116,195,222,,3,,,,,,,,0,,76,,7,,,,1,,,,,3,,131,
,12,,51,,59,9,17,38,38,,0,,,,,,,,0,,26,,2,,,,0,,,,,1,,6,
,13,,1,,1025,16,250,540,637,,24,,,,,,,,0,,315,,12,,,,9,,,,,9,,268,
,13,,2,,27,13,16,29,29,,1,,,,,,,,0,,12,,3,,,,0,,,,,0,,13,
,13,,3,,1005,8,265,569,662,,22,,,,,,,,1,,313,,6,,,,8,,,,,8,,304,
,13,,4,,1178,7,329,635,733,,28,,,,,,,,7,,316,,13,,,,10,,,,,3,,356,
,13,,5,,893,0,294,593,623,,10,,,,,,,,0,,86,,0,,,,0,,,,,0,,527,
,13,,6,,797,5,185,351,413,,15,,,,,,,,1,,173,,9,,,,5,,,,,6,,203,
,13,,7,,1290,9,285,640,767,,19,,,,,,,,0,,359,,18,,,,3,,,,,9,,358,
,13,,8,,1268,5,297,683,838,,10,,,,,,,,0,,400,,8,,,,9,,,,,14,,395,
,13,,9,,1353,6,375,707,796,,19,,,,,,,,4,,466,,9,,,,10,,,,,4,,283,
,13,,10,,1370,8,316,778,917,,16,,,,,,,,3,,364,,24,,,,31,,,,,6,,472,
,13,,11,,1318,7,381,744,858,,24,,,,,,,,4,,366,,10,,,,20,,,,,9,,425,
,13,,12,,1456,1,416,814,942,,23,,,,,,,,4,,388,,12,,,,2,,,,,14,,499,
,13,,13,,1415,6,314,802,969,,22,,,,,,,,4,,430,,7,,,,6,,,,,4,,494,
,13,,14,,1186,2,432,706,818,,23,,,,,,,,9,,531,,13,,,,13,,,,,4,,224,
,13,,15,,1021,4,333,666,756,,42,,,,,,,,3,,557,,5,,,,8,,,,,2,,139,
,13,,16,,232,76,100,201,217,,3,,,,,,,,0,,168,,12,,,,2,,,,,0,,32,
,13,,17,,957,4,269,596,674,,24,,,,,,,,3,,286,,7,,,,5,,,,,3,,346,
,13,,18,,824,6,324,536,606,,6,,,,,,,,2,,290,,2,,,,8,,,,,2,,294,
,13,,19,,289,7,112,189,201,,4,,,,,,,,0,,90,,1,,,,1,,,,,1,,101,
,13,,20,,191,32,102,148,159,,10,,,,,,,,0,,95,,4,,,,0,,,,,0,,50,
,13,,21,,912,4,353,620,681,,16,,,,,,,,5,,211,,12,,,,12,,,,,3,,422,
,13,,22,,1459,2,289,734,945,,23,,,,,,,,3,,409,,35,,,,5,,,,,10,,460,
,13,,23,,667,2,218,420,478,,16,,,,,,,,7,,218,,19,,,,4,,,,,20,,194,
,13,,24,,489,7,120,267,303,,9,,,,,,,,1,,177,,2,,,,0,,,,,3,,111,
,13,,25,,226,3,105,153,159,,7,,,,,,,,0,,96,,2,,,,0,,,,,0,,54,
,13,,26,,858,6,202,484,596,,23,,,,,,,,0,,259,,8,,,,0,,,,,4,,302,
,13,,27,,435,4,158,297,319,,11,,,,,,,,2,,184,,8,,,,6,,,,,1,,107,
,13,,28,,943,4,221,567,624,,17,,,,,,,,3,,194,,6,,,,1,,,,,9,,394,
,13,,29,,1498,32,287,749,1036,,41,,,,,,,,4,,371,,19,,,,3,,,,,9,,589,
,13,,30,,962,10,277,584,677,,16,,,,,,,,2,,382,,5,,,,3,,,,,5,,263,
,13,,31,,1232,4,234,639,865,,33,,,,,,,,1,,357,,20,,,,13,,,,,5,,436,
,13,,32,,896,10,301,579,658,,18,,,,,,,,6,,263,,14,,,,3,,,,,1,,350,
,13,,33,,650,6,236,398,456,,20,,,,,,,,0,,170,,5,,,,1,,,,,7,,253,
,13,,34,,823,7,257,510,611,,21,,,,,,,,4,,300,,9,,,,2,,,,,8,,267,
,13,,35,,622,8,214,375,413,,8,,,,,,,,2,,178,,4,,,,8,,,,,6,,207,
,14,,1,,1439,9,274,688,803,,21,,,,,,,,4,,353,,14,,,,,,,,,3,1,405,
,14,,2,,1459,5,354,714,797,,31,,,,,,,,1,,364,,7,,,,,,,,,5,0,389,
,14,,3,,1383,87,252,761,932,,29,,,,,,,,5,,390,,12,,,,,,,,,6,0,489,
,14,,4,,1331,2,329,706,882,,0,,,,,,,,4,,368,,16,,,,,,,,,7,8,455,
,14,,5,,934,4,296,612,681,,20,,,,,,,,3,,328,,4,,,,,,,,,5,0,317,
,14,,6,,1143,2,313,600,697,,27,,,,,,,,4,,305,,13,,,,,,,,,10,2,336,
,14,,7,,1203,82,281,563,691,,19,,,,,,,,2,,338,,5,,,,,,,,,11,2,314,
,14,,8,,1037,5,508,584,711,,15,,,,,,,,5,,326,,12,,,,,,,,,7,0,346,
,14,,9,,1081,5,294,649,735,,23,,,,,,,,2,,381,,18,,,,,,,,,17,0,294,
,14,,10,,481,1,171,331,372,,10,,,,,,,,0,,190,,7,,,,,,,,,2,0,163,
,14,,11,,1153,1,325,723,795,,16,,,,,,,,1,,403,,10,,,,,,,,,9,1,355,
,14,,12,,1267,5,318,706,808,,28,,,,,,,,0,,460,,2,,,,,,,,,4,1,311,
,14,,13,,806,6,213,453,501,,7,,,,,,,,5,,259,,4,,,,,,,,,5,0,220,
,14,,14,,1076,1,290,550,651,,13,,,,,,,,1,,162,,4,,,,,,,,,10,0,461,
,14,,15,,714,66,218,350,368,,11,,,,,,,,0,,125,,3,,,,,,,,,4,0,225,
,14,,16,,1148,36,318,603,674,,17,,,,,,,,3,,424,,12,,,,,,,,,5,0,204,
,14,,17,,511,31,138,294,305,,4,,,,,,,,0,,261,,3,,,,,,,,,1,0,36,
,14,,18,,380,33,130,260,275,,0,,,,,,,,0,,261,,1,,,,,,,,,0,0,13,
,14,,19,,1273,8,196,525,765,,26,,,,,,,,8,,293,,9,,,,,,,,,6,1,423,
,14,,20,,844,7,221,466,542,,8,,,,,,,,1,,261,,15,,,,,,,,,1,0,254,
,14,,21,,650,8,173,348,412,,7,,,,,,,,1,,254,,5,,,,,,,,,5,0,139,
,14,,22,,825,10,160,370,450,,30,,,,,,,,1,,256,,6,,,,,,,,,1,0,156,
,14,,23,,993,12,190,413,451,,6,,,,,,,,1,,134,,8,,,,,,,,,3,0,298,
,15,,1,,1619,9,361,766,891,,24,,,,,,,,3,,427,,16,,,,24,,,,,5,,391,
,15,,2,,1551,8,362,811,945,,19,,,,,,,,5,,424,,18,,,,21,,,,,7,,451,
,15,,3,,1479,11,367,767,856,,22,,,,,,,,5,,322,,10,,,,61,,,,,5,,425,
,15,,4,,705,118,287,508,589,,14,,,,,,,,2,,342,,25,,,,6,,,,,10,,169,
,15,,5,,1463,4,376,802,954,,20,,,,,,,,1,,441,,33,,,,7,,,,,13,,439,
,15,,6,,1102,5,242,553,640,,23,,,,,,,,2,,348,,27,,,,3,,,,,8,,228,
,15,,7,,939,7,294,553,658,,14,,,,,,,,2,,413,,30,,,,10,,,,,3,,183,
,15,,8,,1168,47,312,675,778,,19,,,,,,,,1,,518,,97,,,,0,,,,,4,,130,
,15,,9,,781,2,300,518,562,,14,,,,,,,,0,,328,,17,,,,2,,,,,9,,192,
,15,,10,,1296,1,379,734,822,,30,,,,,,,,6,,336,,27,,,,0,,,,,11,,412,
,15,,11,,876,6,315,505,580,,18,,,,,,,,2,,357,,19,,,,3,,,,,10,,171,
,15,,12,,560,6,206,369,394,,6,,,,,,,,1,,244,,16,,,,1,,,,,6,,120,
,15,,13,,1360,4,350,850,946,,28,,,,,,,,2,,483,,16,,,,4,,,,,6,,407,
,15,,14,,1585,9,343,834,1017,,38,,,,,,,,5,,405,,16,,,,5,,,,,5,,542,
,15,,15,,1227,7,219,566,802,,15,,,,,,,,1,,389,,22,,,,5,,,,,5,,365,
,15,,16,,1552,42,390,827,980,,40,,,,,,,,3,,443,,33,,,,9,,,,,17,,416,
,15,,17,,749,1,179,449,495,,18,,,,,,,,2,,191,,37,,,,2,,,,,8,,237,
,15,,18,,1338,9,305,533,601,,47,,,,,,,,3,,503,,6,,,,0,,,,,0,,41,
,15,,19,,1775,9,286,750,833,,47,,,,,,,,1,,702,,5,,,,0,,,,,3,,71,
,15,,20,,1522,8,268,593,659,,29,,,,,,,,2,,597,,2,,,,0,,,,,0,,29,
,15,,21,,1413,10,180,536,611,,48,,,,,,,,0,,540,,3,,,,1,,,,,0,,19,
,15,,22,,1450,7,289,675,737,,45,,,,,,,,2,,671,,1,,,,0,,,,,0,,18,
,15,,23,,500,4,98,181,189,,12,,,,,,,,0,,117,,3,,,,0,,,,,0,,57,
,15,,24,,910,4,265,521,591,,35,,,,,,,,0,,283,,6,,,,3,,,,,4,,260,
,15,,25,,1606,3,353,783,936,,29,,,,,,,,3,,414,,41,,,,0,,,,,14,,435,
